lizard	eggnog
TKTL2	TKTL2
OPSR_ANOCA	OPN1LW
XB-GENE-5817985	SWS2
MECP2	MECP2
IRAK1	IRAK1
TMEM187	TMEM187
HCFC1	HCFC1
RENBP	RENBP
NAA10	NAA10
NUDT16	NUDT16
ARHGAP4	ARHGAP4
CAV3	CAV3
L1CAM	L1CAM
PDZD4	PDZD4
SSR4	SSR4
FLNA	FLNA
HAUS7	HAUS7
BGN	BGN
FAM58A	FAM58A
DUSP9	DUSP9
PNCK	PNCK
BCAP31	BCAP31
ABCD1	ABCD1
PLXNB3	PLXNB3
IDH3G	IDH3G
RPL10	RPL10
DNASE1L1	DNASE1L1
TAZ	TAZ
GDI1	GDI1
FAM50A	FAM50A
PLXNA3	PLXNA3
CTAG2	LAGE3
UBL4A	UBL4A
SLC10A3	SLC10A3
FAM3A	FAM3A
KDM5C	KDM5C
HUWE1	HUWE1
GNL3L	GNL3L
FGD1	FGD1
TSR2	TSR2
FAM120C	FAM120C
PHF8	PHF8
ITIH6	ITIH6
NDNL2	MAGED2
PFKFB1	PFKFB1
APEX2	APEX2
ALAS2	ALAS2
LMO1	LMO1
RIC3	RIC3
TUB	TUB
Q5ZIW8_CHICK	RRAS2
COPB1	COPB1
F1NFI8_CHICK	PSMA1
PDE3B	PDE3B
CYP2R1	CYP2R1
CALCA	CALCA
INSC	INSC
ZFP36L1	ZFP36L1
ACTN1	ACTN4
EXD2	EXD2
GALNTL1	GALNTL1
ERH	ERH
SLC39A9	SLC39A9
PLEKHD1	PLEKHD1
C1ORF65	C1ORF65
KIAA0247	KIAA0247
SRSF5	SRSF5
SMOC1	SMOC1
SLC8A3	SLC8A3
PPPDE1	DESI2
SYNJ2BP	SYNJ2BP
MED6	MED6
MAP3K9	MAP3K9
PCNX	PCNX
SIPA1L1	SIPA1L1
RGS6	RGS6
DPF3	DPF3
TTC5	TTC5
CCNB1IP1	CCNB1IP1
PARP2	PARP2
TEP1	TEP1
KLHL33	KLHL33
OSGEP	OSGEP
APEX1	APEX1
TMEM55B	TMEM55B
PNP	PNP
RSFR_CHICK	RNASE1
STARD13	STARD13
KL	KL
PDS5B	PDS5B
N4BP2L2	N4BP2L2
N4BP2L1	N4BP2L1
BRCA2	BRCA2
FRY	FRY
B3GALTL	B3GALTL
HSPH1	HSPH1
TEX26	TEX26
C13ORF33	MEDAG
ALOX5AP	ALOX5AP
USPL1	USPL1
HMGB1	HMGB1
KATNAL1	KATNAL1
UBL3	UBL3
SLC7A1	SLC7A1
MTUS2	MTUS2
SLC46A3	SLC46A3
POMP	POMP
FLT1	FLT1
PAN3	PAN3
FLT3	FLT3
PDX1	PDX1
GSX1	GSX1
LNX2	LNX2
MTIF3	MTIF3
GTF3A	GTF3A
RASL11A	RASL11A
RPL21	RPL21
USP12	USP12
GPR12	GPR12
WASF3	WASF3
CDK8	CDK8
ATP8A2	ATP8A2
SHISA2	SHISA2
NUPL1	NUPL1
C5	C5
TRAF1	TRAF1
PSMD5	PSMD5
B3GALT4	B3GALT4
KCNT1	KCNT1
CAMSAP1	CAMSAP1
COBRA1	COBRA1
BSPRY	BSPRY
HDHD3	HDHD3
ALAD	ALAD
POLE3	POLE3
C9ORF43	C9ORF43
RGS3	RGS3
ZNF618	ZNF618
GRIN1	GRIN1
LRRC26	LRRC26
SVEP1	SVEP1
RNF224	RNF224
RNF208	RNF208
NDOR1	NDOR1
ANAPC2	ANAPC2
FAM166A	FAM166A
EXD3	EXD3
AMBP	AMBP
KIAA1984	KIAA1984
C9ORF86	RABL6
C9ORF172	C9ORF172
MAMDC4	MAMDC4
EDF1_CHICK	EDF1
TRAF2	TRAF2
FBXW5	FBXW5
C8G	C8G
PTGDS	PTGDS
LCN15	LCN15
ZNF180	ZNF624
OR6F1	OR6F1
IMMP2L	IMMP2L
LRRN3	LRRN3
WDTC1	WDTC1
TMEM222	TMEM222
SYTL1	SYTL1
MAP3K6	MAP3K6
FCN3	FCN3
GPR3	GPR3
WASF2	WASF2
AHDC1	AHDC1
LARGE	LARGE
RASA1	RASA1
CCNH	CCNH
TMEM161B	TMEM161B
MEF2C	MEF2C
CETN3	CETN3
AC093510.2	MBLAC2
POLR3G	POLR3G
AC027323.1	LYSMD3
GPR98	GPR98
ARRDC3	ARRDC3
PFKFB2	PFKFB2
YOD1	YOD1
C1ORF116	C1ORF116
GRID1	GRID1
SOBP	SOBP
PDSS2	PDSS2
BEND3	BEND3
C6ORF203	C6ORF203
QRSL1	QRSL1
RTN4IP1	RTN4IP1
AIM1	AIM1
Q5ZHW2_CHICK	ATG5
PRDM1	PRDM1
PREP	PREP
POPD1_CHICK	BVES
LN28B_CHICK	LIN28B
Q5F340_CHICK	HACE1
ASCC3	ASCC3
SIM1	SIM1
PRDM13	PRDM13
CCNC	CCNC
TSTD1	TSTD1
USP45	USP45
PNISR	PNISR
COQ3	COQ3
C6ORF168	FAXC
FBXL4	FBXL4
POU3F2	POU3F2
MMS22L	MMS22L
KLHL32	KLHL32
NDUFAF4	NDUFAF4
GPR63	GPR63
FHL5	FHL5
UFL1	UFL1
FUT9	FUT9
MANEA	MANEA
EPHA7_CHICK	EPHA7
MAP3K7	MAP3K7
BACH2	BACH2
GJA10	GJA10
CASP8AP2	CASP8AP2
MDN1	MDN1
ANKRD6	ANKRD6
RRAGD	RRAGD
UBE2J1	UBE2J1
GABRR1	GABRR1
PM20D2	PM20D2
PNRC1	PNRC1
C17ORF59	C17ORF59
RNGTT	RNGTT
CNR1	CNR1
SPACA1	SPACA1
AKIRIN2	AKIRIN2
ORC3	ORC3
RARS2	RARS2
SLC35A1	SLC35A1
C6ORF165	C6ORF165
C6ORF163	C6ORF163
C6ORF162	C6ORF162
GJB7	GJB7
ZNF292	ZNF292
CGA	CGA
HTR1E	HTR1E
SYNCRIP	SYNCRIP
SNX14	SNX14
NT5E	NT5E
HUNK	HUNK
TBX18	TBX18
KIAA1009	KIAA1009
MRAP2	MRAP2
CYB5R4	CYB5R4
RIPPLY2	RIPPLY2
SNAP91	SNAP91
PRSS35	PRSS35
F1P0Y6_CHICK	ME1
RWDD2A	RWDD2A
PGM3	PGM3
DOPEY1	DOPEY1
UBE2CBP	UBE3D
TPBG	TPBG
IBTK	IBTK
BCKDHB	BCKDHB
TTK	TTK
HNRNPR	HNRNPR
ATPIF1	ATPIF1
DNAJC8	DNAJC8
PTAFR	PTAFR
EYA3	EYA3
XKR8	XKR8
SMPDL3B	SMPDL3B
Q5ZLH1_CHICK	RPA2
C1ORF38	THEMIS2
PPP1R8	PPP1R8
STX12	STX12
CITE3_CHICK	CITED4
CTPS	CTPS1
SLFNL1	SLFNL1
C16ORF13	C16ORF13
FAM195A	FAM195A
ABCA3	ABCA3
VRK3	VRK3
CCNF	CCNF
C16ORF59	C16ORF59
ANKFN1	ANKFN1
NOG2	NOG2
NTN3	NTN3
TNC	TNC
C9ORF91	C9ORF91
ATP6V1G1	ATP6V1G1
DFNB31	DFNB31
AKNA	AKNA
STXBP1	STXBP1
SLC31A2	SLC31A2
CADPS	CADPS
PTPRG	PTPRG
VAMP1	VAMP1
KCNK10	KCNK10
XKR6	XKR6
OTC	OTC
TSPAN7	TSPAN7
MID1IP1	MID1IP1
BCOR	BCOR
ATP6AP2	ATP6AP2
CXORF38	CXORF38
MED14	MED14
E1BWJ5_CHICK	USP9X
DDX3X	DDX3X
NYX	NYX
CASK	CASK
GPR34	GPR34
MAOA	MAOA
MAOB	MAOB
NDP	NDP
EFHC2	EFHC2
FUNDC1	FUNDC1
KDM6A	KDM6A
CXORF36	CXORF36
DNMT3L	DNMT3L
ICOSLG	ICOSLG
Q5ZM94_CHICK	D10JHU81E
PWP2	PWP2
TRAPPC10	TRAPPC10
AGPAT3	AGPAT3
PDXK	PDXK
RRP1B	RRP1B
HSF2BP	HSF2BP
SIK1	SIK1
CRYAA_CHICK	CRYAA
U2AF1	U2AF1
CBS	CBS
PKNOX1	PKNOX1
NDUFV3	NDUFV3
WDR4	WDR4
PDE9A	PDE9A
SLC37A1	SLC37A1
RSPH1	RSPH1
UBASH3A	UBASH3A
TMPRSS3	TMPRSS3
TFF2	TFF2
ABCG1	ABCG1
SORD	SORD
C15ORF43	C15ORF43
SNX1	SNX1
SNX22	SNX22
PPIB	PPIB
CSNK1G1	CSNK1G1
KIAA0101	KIAA0101
TRIP4	TRIP4
ZNF609	ZNF609
RBPMS2	RBPMS2
COMMD4	COMMD4
NEIL1	NEIL1
MAN2C1	MAN2C1
IREB2	IREB2
AGPHD1	AGPHD1
PSMA4	PSMA4
F1NIT6_CHICK	CHRNA5
F1NWX4_CHICK	CHRNB4
UBE2Q2	UBE2Q2
FBXO22	FBXO22
NRG4	NRG4
C15ORF27	C15ORF27
ETFA	ETFA
KRT6C	KRT6A
KRT73	KRT1
NECAB1	NECAB1
TMEM55A	TMEM55A
OTU6B_CHICK	OTUD6B
LRRC69	LRRC69
SLC26A7	SLC26A7
TM2D1	TM2D1
NFIA	NFIA
C1ORF87	C1ORF87
HOOK1	HOOK1
FGGY	FGGY
JUN	JUN
TACSTD2	TACSTD2
OMA1	OMA1
DAB1	DAB1
C8B	C8B
C8A	C8A
C1ORF168	C1ORF168
PRKAA2	PRKAA2
PPAP2B	PPAP2B
XB-GENE-969052	CYP46A1
HHIPL1	HHIPL1
CCDC85C	CCDC85C
CCNK	CCNK
SETD3_CHICK	SETD3
LRIG1	LRIG1
SETD2	SETD2
KIF9	KIF9
KLHL18	KLHL18
RAP1GAP2	RAP1GAP2
HEG1	HEG1
SLC12A8	SLC12A8
ZNF148	ZNF148
SNX4	SNX4
OSBPL11	OSBPL11
GPC1	GPC1
ANKMY1	ANKMY1
C2ORF54	C2ORF54
SNED1	SNED1
MTERFD2	MTERFD2
PASK	PASK
PPP1R7	PPP1R7
HDLBP	HDLBP
SEPT2	SEPT2
FARP2	FARP2
STK25	STK25
BOK	BOK
THAP4	THAP4
ATG4B	ATG4B
DTYMK	DTYMK
ING5	ING5
GAL3ST2	GAL3ST2
NEU4	NEU4
UBXN7	UBXN7
RNF168	RNF168
WDR53	WDR53
FBXO45	FBXO45
LRRC33	LRRC33
CEP19	CEP19
PIGX	PIGX
PAK2	PAK2
AQP12B	AQP12A
TF	TF
SLCO2A1	SLCO2A1
RYK	RYK
AMOTL2	AMOTL2
ANAPC13	ANAPC13
CEP63	CEP63
EPHB1	EPHB1
SYN3	SYN3
TIMP3_CHICK	TIMP3
FBXO7	FBXO7
BPIFC	BPIFC
C22ORF28	C22ORF28
ASCL4	ASCL4
PRDM4	PRDM4
PWP1	PWP1
BTBD11	BTBD11
CRY1	CRY1
MTERFD3	MTERFD3
RIC8B	RIC8B
RFX4	RFX4
POLR3B	POLR3B
TCP11L2	TCP11L2
CKAP4	CKAP4
NUAK1	NUAK1
LSS	LSS
C21ORF56	SPATC1L
FTCD	FTCD
IRS2	IRS2
TNFSF13B	TNFSF13B
ABHD13	ABHD13
LIG4	LIG4
HTR2A	HTR2A
Q5F3B9_CHICK	SUCLA2
MED4	MED4
PCYT1B	PCYT1B
PDK3	PDK3
ZFX	ZFX
EIF2S3	EIF2S3
KLHL15	KLHL15
CXORF58	CXORF58
APOO	APOO
SAT1	SAT1
ACOT9	ACOT9
PRDX4	PRDX4
PTCHD1	PTCHD1
PHEX	PHEX
F1NBG8_CHICK	SMS
MBTPS2	MBTPS2
SMPX	SMPX
KLHL34	KLHL34
CNKSR2	CNKSR2
EIF1AY	EIF1AX
MAP7D2	MAP7D2
CXORF23	CXORF23
SH3KBP1	SH3KBP1
MAP3K15	MAP3K15
PDHA1	PDHA1
GPR64	GPR64
PHKA2	PHKA2
PPEF1	PPEF1
RS1	RS1
CDKL5	CDKL5
SCML2	SCML2
RAI2	RAI2
NHS	NHS
PIGA	PIGA
CHST14	CHST14
GLRX5	GLRX5
TRIM7	TRIM7
ZNF568	ZFP82
IL4I1	LAO1
ZNF692	ZNF692
PANK3	PANK3
HDAC11	HDAC11
SH3BP5L	SH3BP5L
CCDC105	CCDC105
RPS5	RPS5
ZNF160	ZNF184
CISD2	CISD2
MANBA	MANBA
NFKB1	NFKB1
SLC39A8	SLC39A8
BANK1	BANK1
DDIT4L	DDIT4L
DNAJB14	DNAJB14
LAMTOR3	LAMTOR3
DAPP1	DAPP1
SLITRK5	SLITRK5
HGFAC	HGFAC
MSANTD1	MSANTD1
TMEM74B	TMEM74B
PSMF1	PSMF1
F1NE60_CHICK	SLC9A1
FAM46B	FAM46B
PLSCR4	PLSCR4
PLOD2	PLOD2
EVL	EVL
DEGS2	DEGS2
ANPEP	ANPEP
IDH2	IDH2
SEMA4B	SEMA4B
CIB1	CIB1
C15ORF58	GDPGP1
TTLL13	TTLL13
HDDC3	HDDC3
VPS33B	VPS33B
KCNE1	KCNE1
RCAN1	RCAN1
CLIC6	CLIC6
RUNX1	RUNX1
SETD4	SETD4
F1P2X1_CHICK	CBR1
DOPEY2	DOPEY2
MORC3	MORC3
CHAF1B	CHAF1B
CLDN14	CLDN14
SIM2	SIM2
HLCS	HLCS
PIGP	PIGP
TTC3	TTC3
DSCR3	DSCR3
DYRK1A	DYRK1A
KCNJ6	KCNJ6
KCNJ15	KCNJ15
ERG	ERG
ETS2	ETS2
BRWD1	BRWD1
WRB	WRB
LCA5L	LCA5L
B3GALT5	B3GALT5
IGSF5	IGSF5
DSCAM	DSCAM
BACE2	BACE2
FAM3B	FAM3B
MX1	MX1
TMPRSS2	TMPRSS2
TAPT1	TAPT1
PROM1	PROM1
FGFBP1	FGFBP1
CD38	CD38
FBXL5	FBXL5
CC2D2A	CC2D2A
BRD2	BRD2
HLA-DMA	HLA-DMA
HSD17B8	HSD17B8
SLC39A7	SLC39A7
RXRB	RXRB
VPS52	VPS52
RPS18	RPS18
RGL2	RGL2
SLC7A9	SLC7A9
CEP89	CEP89
C19ORF40	C19ORF40
TCF7L1	TCF7L1
DBNL	DBNL
CAPG	CAPG
AEBP1	AEBP1
POLD2	POLD2
MYL7	MYL7
GCK	GCK
YKT6	YKT6
CAMK2B	CAMK2B
NUDCD3	NUDCD3
PGAM2	PGAM2
PPIA	PPIA
ZMIZ2	ZMIZ2
OGDH	OGDH
NDUFB7	NDUFB7
TECR	TECR
MYC	MYC
FAM84B	FAM84B
CTU1	CTU1
C7ORF72	C7ORF72
IKZF1	IKZF1
DDC	DDC
GRB10	GRB10
COBL	COBL
EXOC3	EXOC3
AHRR	AHRR
MSANTD3	MSANTD3
TEX10	TEX10
INVS	INVS
SYTL2	SYTL2
CREBZF	CREBZF
TMEM126A	TMEM126A
SLC17A9	SLC17A9
C20ORF11	GID8
TCFL5	TCFL5
OGFR	OGFR
C20ORF20	MRGBP
NTSR1	NTSR1
SLCO4A1	SLCO4A1
GATA5	GATA5
SBK2	SBK2
XB-GENE-5719939	GM1078
NAT14	NAT14
ZSCAN23	ZSCAN21
C19ORF68	C19ORF68
LIG1	LIG1
ATF5	ATF5
ARHGEF40	ARHGEF40
TPPP2	TPPP2
NDRG2	NDRG2
ABR	ABR
TIMM22	TIMM22
SPECC1	SPECC1
Q8JHF7_CHICK	ADORA2B
ZSWIM7	ZSWIM7
TTC19	TTC19
NCOR1	NCOR1
PIGL	PIGL
CENPV	CENPV
TRPV2	TRPV2
Q9IAD2_CHICK	P2RX5
TMEM93	EMC6
TAX1BP3	TAX1BP3
CTNS	CTNS
TRPV1	TRPV1
SHPK	SHPK
TRPV3	TRPV3
SPATA22	SPATA22
AKAP10	AKAP10
NLE1	NLE1
ULK2	ULK2
NXN	NXN
RNMTL1	RNMTL1
GLOD4	GLOD4
GEMIN4	GEMIN4
FAM57A	FAM57A
VPS53	VPS53
FAM101B	FAM101B
C21H17ORF97	C17ORF97
TEX14	TEX14
TBL1XR1	TBL1XR1
KCNMB2	KCNMB2
ZMAT3	ZMAT3
PIK3CA	PIK3CA
ZNF639	ZNF639
MFN1	MFN1
MKI67IP	MKI67IP
ACTL6A	ACTL6A
MRPL47	MRPL47
NDUFB5	NDUFB5
E1BY77_CHICK	USP13
PEX5L	PEX5L
PSMB8	PSMB8
PBX1	PBX1
EIF1B	EIF1B
RAB3GAP2	RAB3GAP2
AP5B1	AP5B1
SLC22A6	SLC22A6
DUOX2	DUOX1
NMB	NMB
SEC11A	SEC11A
ZNF592	ZNF592
SI:DKEY-266M15.6	KCP
TYMP	TYMP
SCO2	SCO2
NCAPH2	NCAPH2
TMPO	TMPO
IKBIP	IKBIP
APAF1	APAF1
ANKS1B	ANKS1B
UHRF1BP1L	UHRF1BP1L
ARP6_CHICK	ACTR6
SCYL2	SCYL2
SLC17A8	SLC17A8
NR1H4	NR1H4
GAS2L3	GAS2L3
OR10A7	OR10A7
OR10A5	OR10A4
OR5V1	OR5V1
FAM20C	FAM20C
TRRAP	TRRAP
TMEM130	TMEM130
TBC1D21	TBC1D21
LOXL1	LOXL1
PVRL3	PVRL3
CD96	CD96
PLCXD2	PLCXD2
PHLDB2	PHLDB2
ABHD10	ABHD10
TAGLN3	TAGLN3
TMPRSS7	TMPRSS7
BTLA	BTLA
CGGBP1	CGGBP1
ZNF654	ZNF654
C3ORF38	C3ORF38
EPHA3	EPHA3
PROS1	PROS1
ARL13B	ARL13B
STX19	STX19
NSUN3	NSUN3
EPHA6	EPHA6
ARL6	ARL6
CRYBG3	CRYBG3
GABRR3	GABRR3
DCAF6	DCAF6
MPZL1	MPZL1
RCSD1	RCSD1
CREG1	CREG1
CD247	CD247
POU2F1	POU2F1
DUSP27	DUSP27
GPA33	GPA33
MAEL	MAEL
ILDR2	ILDR2
CD2	CD2
PTGFRN	PTGFRN
CD101	CD101
IGSF3	IGSF3
ADPRH	ADPRH
CD80	CD80
TIMMDC1	TIMMDC1
POGLUT1	POGLUT1
BCL9	BCL9
ACP6	ACP6
GJA5	GJA5
GJA8	GJA8
GPHR_CHICK	GPR89B
PDZK1	PDZK1
HTR1F	HTR1F
POU1F1	POU1F1
CHMP2B	CHMP2B
VGLL3	VGLL3
CADM2	CADM2
TDRD3	TDRD3
DCUN1D4	DCUN1D4
SGCB	SGCB
MIEAP_CHICK	SPATA18
USP46	USP46
RASL11B	RASL11B
SCFD2	SCFD2
FIP1L1	FIP1L1
LNX1	LNX1
CHIC2	CHIC2
GSX2	GSX2
PDGFRA	PDGFRA
KIT	KIT
KDR	KDR
SRD5A3	SRD5A3
TMEM165	TMEM165
CLOCK	CLOCK
PDCL2	PDCL2
NMU	NMU
SI:DKEY-245P14.4	GM7271
EXOC1	EXOC1
CEP135	CEP135
KIAA1211	KIAA1211
AASDH	AASDH
GABRB1	GABRB1
EPSTI1	EPSTI1
DNAJC15	DNAJC15
ENOX1	ENOX1
CCDC122	CCDC122
LACC1	LACC1
TSC22D1	TSC22D1
NUFIP1	NUFIP1
KIAA1704	KIAA1704
KCTD4	KCTD4
TPT1	TPT1
SLC25A30	SLC25A30
ST3GAL5	ST3GAL5
ATOH8	ATOH8
FGFRL1	FGFRL1
SPON2	SPON2
MAEA	MAEA
KIAA1530	UVSSA
PDIA4	PDIA4
EZH2	EZH2
CUL1	CUL1
SGCG	SGCG
SACS	SACS
TNFRSF19	TNFRSF19
MIPEP	MIPEP
FAM123A	FAM123A
MTMR6	MTMR6
CCDC64B	CCDC64B
MMP25	MMP25
CD2BP2	CD2BP2
TBC1D10B	TBC1D10B
MYLPF	MYLPF
QPRT	QPRT
DCTPP1	DCTPP1
SEPT1	SEPT1
ITGAL	ITGAL
PRR14	PRR14
FBRS	FBRS
SRCAP	SRCAP
PHKG2	PHKG2
C16ORF93	C16ORF93
RNF40	RNF40
C16ORF58	C16ORF58
SLC5A2	SLC5A2
INF2	INF2
APOB	APOB
MTMR14	MTMR14
CPNE9	CPNE9
BRPF1	BRPF1
OGG1	OGG1
CAMK1	CAMK1
TADA3	TADA3
TTLL3	TTLL3
RPUSD3	RPUSD3
JAGN1	JAGN1
IL17RE	IL17RE
IL17RC	IL17RC
CRELD1	CRELD1
PRRT3	PRRT3
CCDC36	CCDC36
KLHDC8B	KLHDC8B
CCDC71	CCDC71
LAMB2	LAMB2
USP19	USP19
SLC6A8	SLC6A8
QARS	QARS
QRICH1	QRICH1
E1C707_CHICK	IMPDH2
NDUFAF3	NDUFAF3
DALRD3	DALRD3
WDR6	WDR6
P4HTM	P4HTM
ARIH2	ARIH2
SLC25A20	SLC25A20
PRKAR2A	PRKAR2A
RP11-80H18.3.1	RPP14
PXK	PXK
PDHB	PDHB
KCTD6	KCTD6
ACOX2	ACOX2
FAM3D	FAM3D
C3ORF67	C3ORF67
LRP1B	LRP1B
KYNU	KYNU
GTDC1	GTDC1
ZEB2	ZEB2
ASPG	ASPG
KIF26A	KIF26A
TMEM179	TMEM179
STT3B	STT3B
OSBPL10	OSBPL10
GPD1L	GPD1L
CMTM8	CMTM8
CMTM7	CMTM7
CMTM6	CMTM6
DYNC1LI1	DYNC1LI1
CNOTA_CHICK	CNOT10
TRIM71	TRIM71
C3ORF23	TCAIM
C3ORF77	TOPAZ1
ABHD5	ABHD5
ANO10	ANO10
SNRK	SNRK
C3ORF39	GTDC2
FAM198A	FAM198A
RPL14	RPL14
ENTPD3	ENTPD3
GGCT	GGCT
NOD1	NOD1
STIM2	STIM2
TBC1D19	TBC1D19
CCKAR	CCKAR
RBPJ	RBPJ
SEL1L3	SEL1L3
SLC34A2	SLC34A2
ANAPC4	ANAPC4
ZCCHC4	ZCCHC4
PI4K2B	PI4K2B
SEPSECS	SEPSECS
LGI2	LGI2
CCDC149	CCDC149
SOD3	SOD3
PPARGC1A	PPARGC1A
GBA3	GBA3
GPR125	GPR125
Q4F8N1_CHICK	KCNIP4
PACRGL	PACRGL
HTR1D	HTR1D
LUZP1	LUZP1
KDM1A	KDM1A
ZMPSTE24	ZMPSTE24
RLF	RLF
DYRK1B	DYRK1B
FBL	FBL
IL20RB	IL20RB
DBR1	DBR1
NPTX2	NPTX2
BAIAP2L1	BAIAP2L1
BRI3	BRI3
TECPR1	TECPR1
BHLHA15	BHLHA15
LMTK2	LMTK2
PRVU_CHICK	OCM
CCZ1_CHICK	CCZ1
RSPH10B2	RSPH10B2
PMS2	PMS2
AIMP2	AIMP2
EIF2AK1	EIF2AK1
USP42	USP42
C7ORF70	FAM220A
RAC1	RAC1
DAGLB	DAGLB
F1N840_CHICK	KDELR2
OTOA	OTOA
METTL9	METTL9
IGSF6	IGSF6
CDR2	CDR2
POLR3E	POLR3E
EEF2K	EEF2K
SDR42E2	SDR42E2
VWA3A	VWA3A
C16ORF52	C16ORF52
UQCRC2	UQCRC2
CRYM	CRYM
ZP2	ZP2
MCHR1	MCHR1
TMEM159	TMEM159
DNAH3	DNAH3
LYRM1	LYRM1
DCUN1D3	DCUN1D3
ERI2	ERI2
THUMPD1	THUMPD1
SUCLG2	SUCLG2
FAM19A4	FAM19A4
C3ORF64	EOGT
TMF1	TMF1
UBA3	UBA3
ARL6IP5	ARL6IP5
LMOD3	LMOD3
FRMD4B	FRMD4B
AKAP17A	AKAP17A
XPO6	XPO6
SBK1	SBK1
CCDC92	CCDC92
KIAA0664	KIAA0664
MNT	MNT
SGSM2	SGSM2
BACD2_CHICK	TNFAIP1
IFT20	IFT20
TMEM97	TMEM97
NLK	NLK
NOS2	NOS2
NUP88	NUP88
RABEP1	RABEP1
RABL5	RABL5
PIBF1	PIBF1
KLF5	KLF5
TBC1D4	TBC1D4
COMMD6	COMMD6
UCHL3	UCHL3
LMO7	LMO7
KCTD12	KCTD12
IRG1	IRG1
CLN5	CLN5
FBXL3	FBXL3
MYCBP2	MYCBP2
SCEL	SCEL
SLAIN1	SLAIN1
RAP2A	RAP2A
MBNL2	MBNL2
OXGR1	OXGR1
HS6ST3	HS6ST3
DNAJC3	DNAJC3
DZIP1	DZIP1
CLDN10	CLDN10
ABCC4	ABCC4
GPR180	GPR180
TGDS	TGDS
DCT	DCT
SPOP	SPOP
SLC35B1	SLC35B1
FAM117A	FAM117A
Q5ZK16_CHICK	KAT7
DLX4	DLX4
DLX3	DLX3
ITGA3	ITGA3
PDK2	PDK2
SAMD14	SAMD14
SGCA	SGCA
COL1A1	COL1A1
MPP2	MPP2
PYY	PYY
TMEM101	TMEM101
ETV4	ETV4
MEOX1	MEOX1
SOST	SOST
DUSP3	DUSP3
MPP3	MPP3
LSM12	LSM12
G6PC3	G6PC3
HDAC5	HDAC5
CCDC47	CCDC47
DDX42	DDX42
ARL5C	ARL5C
PLXDC1	PLXDC1
FBXO47	FBXO47
LASP1	LASP1
IRF3	IRF3
SCAF1	SCAF1
RRAS	RRAS
PRR12	PRR12
NOSIP	NOSIP
RCN3	RCN3
TSKS	TSKS
MED25	MED25
NTF4	NTF4
SNRNP70	SNRNP70
LIN7B	LIN7B
PPFIA3	PPFIA3
TRPM4	TRPM4
SYT4	SYT4
SCAMP5	SCAMP5
RPP25	RPP25
COX5A	COX5A
FAM219B	FAM219B
MPI	MPI
SCAMP2	SCAMP2
PPCDC	PPCDC
C15ORF39	C15ORF39
BCHE	BCHE
ZBBX	ZBBX
SERPINI2	SERPINI2
PDCD10	PDCD10
SLC6A6	SLC6A6
GRIP2	GRIP2
C3ORF19	CCDC174
C3ORF20	C3ORF20
NR2C2	NR2C2
ZFYVE20	ZFYVE20
TRH_CHICK	TRH
TMCC1	TMCC1
RIPK4	RIPK4
PRDM15	PRDM15
C2CD2	C2CD2
ZNF295	ZNF295
UMODL1	UMODL1
FBXO18	FBXO18
ANKRD16	ANKRD16
GDI2	GDI2
ASB13	ASB13
NET1	NET1
COPG2	COPG2
MEST	MEST
CEP41	CEP41
CPA1	CPA1
CPA5	CPA5
CPA2	CPA4
MAP1LC3A	MAP1LC3A
PIGU	PIGU
CHCHD6	CHCHD6
TPRA1	TPRA1
MCM2	MCM2
PODXL2	PODXL2
ABTB1	ABTB1
GATA2_CHICK	GATA2
RPN1	RPN1
RAB7A	RAB7A
H1FX	H1FX
C3ORF37	C3ORF37
F1NB52_CHICK	COPG1
COL7A1	COL7A1
UQCRC1	UQCRC1
CELSR3	CELSR3
NCKIPSD	NCKIPSD
IP6K2	IP6K2
ABHD6	ABHD6
ZNF395	ZNF395
TNFRSF1B	TNFRSF1B
VPS13D	VPS13D
GNE	GNE
DHRS3	DHRS3
ERRFI1	ERRFI1
PARK7	PARK7
Q6Q2J6_CHICK	UTS2
PER3	PER3
CAMTA1	CAMTA1
DNAJC11	DNAJC11
PHF13	PHF13
KLHL21	KLHL21
ZBTB48	ZBTB48
TAS1R1	TAS1R1
NOL9	NOL9
PLEKHG5	PLEKHG5
ESPN	ESPN
ACOT7	ACOT7
GPR153	GPR153
ICMT	ICMT
RNF207	RNF207
RPL22	RPL22
CHD5	CHD5
KCNAB2	KCNAB2
NPHP4	NPHP4
DDR1	DDR1
GNPTAB	GNPTAB
SYCP3	SYCP3
CHPT1	CHPT1
MYBPC1	MYBPC1
SPIC	SPIC
TBXAS1	TBXAS1
HIPK2	HIPK2
KIAA1549	KIAA1549
ATP6V0A4	ATP6V0A4
SVOPL	SVOPL
TRIM24	TRIM24
AKR1D1	AKR1D1
JHDM1D	JHDM1D
SLC37A3	SLC37A3
RAB19	RAB19
MKRN1	MKRN1
DENND2A	DENND2A
ADCK2	ADCK2
NDUFB2	NDUFB2
BRAF	BRAF
MRPS33	MRPS33
METTL20	METTL20
AMN1	AMN1
C12ORF35	KIAA1551
BICD1	BICD1
FGD4	FGD4
DHX58	DHX58
DNM1L	DNM1L
YARS2	YARS2
PKP2	PKP2
SYT10	SYT10
SLC13A4	SLC13A4
FAM180A	FAM180A
CHRM2	CHRM2
PTN	PTN
DGKI	DGKI
CREB3L2	CREB3L2
SSBP1	SSBP1
WEE2	WEE2
KIAA1147	KIAA1147
AGK	AGK
LRRC14B	LRRC14B
DUSP4	DUSP4
TNKS	TNKS
