mouse	eggnog
A3galt2	A3GALT2
Ccdc28b	CCDC28B
Phc2	PHC2
Rcan3	RCAN3
Zbtb8a	ZBTB8A
CK137956	C1ORF94
Syf2	SYF2
Sfpq	SFPQ
Tmem50a	TMEM50A
Rhd	RHCE
Tmem57	TMEM57
Stmn1	STMN1
Ncdn	NCDN
Trim63	TRIM63
Psmb2	PSMB2
Extl1	EXTL1
Zfp593	ZNF593
Cnksr1	CNKSR1
Sh3bgrl3	SH3BGRL3
Tekt2	TEKT2
Trappc3	TRAPPC3
Gpn2	GPN2
Gpatch3	GPATCH3
Nudc	NUDC
Slc9a1	SLC9A1
Csf3r	CSF3R
Sytl1	SYTL1
Mrps15	MRPS15
Grik3	GRIK3
Map3k6	MAP3K6
Hgf	HGF
Gnl2	GNL2
Rspo1	RSPO1
Cdca8	CDCA8
Pclo	PCLO
Fgr	FGR
Fam76a	FAM76A
Stx12	STX12
Ppp1r8	PPP1R8
Smpdl3b	SMPDL3B
Sema3a	SEMA3A
Mtf1	MTF1
Sesn2	SESN2
Rcc1	RCC1
Trnau1ap	TRNAU1AP
Taf12	TAF12
Gmeb1	GMEB1
Sf3a3	SF3A3
Utp11l	UTP11L
Ptpru	PTPRU
Mecr	MECR
Casp9	CASP9
Plekhm2	PLEKHM2
Fbxo42	FBXO42
Necap2	NECAP2
Cdk14	CDK14
Padi2	PADI2
Kcnab2	KCNAB2
Psmc2	PSMC2
Dnajc2	DNAJC2
Xrcc2	XRCC2
Galntl5	GALNTL5
Acot7	ACOT7
Hes2	HES2
Prkag2	PRKAG2
Espn	ESPN
Rheb	RHEB
Smarcd3	SMARCD3
Tas1r1	TAS1R1
Abcf2	ABCF2
Vamp3	VAMP3
Tmub1	TMUB1
Fastk	FASTK
Uts2	UTS2
Park7	PARK7
Kif1b	KIF1B
Tnfrsf9	TNFRSF9
Errfi1	ERRFI1
Apitd1	APITD1
Cdk5	CDK5
Cort	CORT
Dffa	DFFA
Car6	CA6
Slc2a5	SLC2A5
H6pd	H6PD
Nos3	NOS3
Ctnnbip1	CTNNBIP1
Angptl7	ANGPTL7
Klhl7	KLHL7
Lzic	LZIC
Nmnat1	NMNAT1
Rbp7	RBP7
Fam126a	FAM126A
Tomm7	TOMM7
Rint1	RINT1
Fbxo6	FBXO6
Mad2l2	MAD2L2
Draxin	DRAXIN
Agtrap	AGTRAP
Sema3d	SEMA3D
Orc5	ORC5
Slc26a5	SLC26A5
Clcn6	CLCN6
Pmpcb	PMPCB
Miip	MIIP
Dffb	DFFB
Lrrc47	LRRC47
Wrap73	WRAP73
Tprgl	TPRG1L
Arhgef16	ARHGEF16
Cpsf3l	CPSF3L
Prdm16	PRDM16
Atad3a	ATAD3A
Ssu72	SSU72
Rer1	RER1
Morn1	MORN1
Ski	SKI
Rbm33	RBM33
Prkcz	PRKCZ
Gabrd	GABRD
Pank4	PANK4
Fam213b	FAM213B
Mmp23	MMP23B
Nadk	NADK
Mrpl20	MRPL20
Ccnl2	CCNL2
Mxra8	MXRA8
Dvl1	DVL1
Tas1r3	TAS1R3
Cptp	GLTPD1
Tnfrsf4	TNFRSF4
Cd38	CD38
5730480H06Rik	PACRGL
Adgra3	GPR125
Prom1	PROM1
Trmt44	TRMT44
Rgs12	RGS12
Hgfac	HGFAC
Lrpap1	LRPAP1
Tnip2	TNIP2
Rnf4	RNF4
Nelfa	WHSC2
Man2b2	MAN2B2
Crmp1	CRMP1
Evc	EVC
Stx18	STX18
Nsg1	NSG1
Rab28	RAB28
Fosl2	FOSL2
Rbks	RBKS
Mrpl33	MRPL33
Snx17	SNX17
Ppm1g	PPM1G
Nrbp1	NRBP1
Slc30a3	SLC30A3
Ociad1	OCIAD1
Cwh43	CWH43
Yipf7	YIPF7
Cgref1	CGREF1
Khk	KHK
Emilin1	EMILIN1
Mapre3	MAPRE3
Dhx15	DHX15
Sepsecs	SEPSECS
Anapc4	ANAPC4
Cenpa	CENPA
Zcchc4	ZCCHC4
1700001C02Rik	C2ORF70
Fam114a1	FAM114A1
Pi4k2b	PI4K2B
Olfr109	OR12D3
Sel1l3	SEL1L3
D5Ertd579e	KIAA0232
Cckar	CCKAR
Tbc1d14	TBC1D14
Klb	KLB
Tada2b	TADA2B
Grpel1	GRPEL1
Ugdh	UGDH
Pds5a	PDS5A
Rhoh	RHOH
Chrna9	CHRNA9
Nsun7	NSUN7
Gabrg1	GABRG1
Gabra4	GABRA4
Gabrb1	GABRB1
Slc10a4	SLC10A4
Uchl1	UCHL1
Srd5a3	SRD5A3
Tmem165	TMEM165
Pdcl2	PDCL2
Nmu	NMU
Paics	PAICS
Thegl	THEGL
Polr2b	POLR2B
Cenpc1	CENPC1
Stap1	STAP1
Gnrhr	GNRHR
Tmprss11d	TMPRSS11D
Ugt2b1	UGT2B1
Pigg	PIGG
Dr1	DR1
Fam69a	FAM69A
Sult1b1	SULT1B1
Sult1e1	SULT1E1
Brdt	BRDT
Cdc7	CDC7
Enam	ENAM
Tgfbr3	TGFBR3
Ambn	AMBN
Zfp326	ZNF326
Rufy3	RUFY3
Spp1	SPP1
Ibsp	IBSP
Sparcl1	SPARCL1
Nudt9	NUDT9
Hsd17b11	HSD17B11
Klhl8	KLHL8
Agpat9	AGPAT9
Aff1	AFF1
Coq2	COQ2
Slc10a6	SLC10A6
Plac8	PLAC8
Enoph1	ENOPH1
Cds1	CDS1
A930011G23Rik	RASGEF1B
Prkg2	PRKG2
Bmp3	BMP3
Fgf5	FGF5
Antxr2	ANTXR2
Crybb1	CRYBB1
Tpst2	TPST2
Tfip11	TFIP11
Srrd	SRRD
Asphd2	ASPHD2
Crybb2	CRYBB2
Tesc	TESC
Wsb2	WSB2
Dck	DCK
Alb	ALB
Rassf6	RASSF6
Cxcl5	CXCL5
Ppbp	PPBP
Pf4	PF4V1
Ereg	EREG
Areg	AREG
Cxcl3	CXCL3
Cxcl1	CXCL1
Ccng2	CCNG2
Gtf2h3	GTF2H3
Eif2b1	EIF2B1
Mphosph9	MPHOSPH9
Rchy1	RCHY1
Rilpl2	RILPL2
Snrnp35	SNRNP35
Arl6ip4	ARL6IP4
Abcb9	ABCB9
Uso1	USO1
Ppef2	PPEF2
Sdad1	SDAD1
Kntc1	KNTC1
Slc15a4	SLC15A4
Zcchc8	ZCCHC8
Scarb2	SCARB2
Stx2	STX2
Clip1	CLIP1
B3gnt4	B3GNT4
Diablo	DIABLO
Vps33a	VPS33A
Il31	IL31
Mmp17	MMP17
Bcl7a	BCL7A
Hpd	HPD
Psph	PSPH
Rhof	RHOF
Tmem116	TMEM116
Aldh2	ALDH2
Brap	BRAP
Fam216a	FAM216A
Gpn3	GPN3
Arpc3	ARPC3
Anapc7	ANAPC7
Atp2a2	ATP2A2
P2rx7	P2RX7
Ift81	IFT81
P2rx4	P2RX4
Rnf34	RNF34
Kdm2b	KDM2B
Morn3	MORN3
Aacs	AACS
Tmem132b	TMEM132B
Anxa3	ANXA3
Mfsd7a	MFSD7
Pde6b	PDE6B
Pxmp2	PXMP2
Ankle2	ANKLE2
Golga3	GOLGA3
Ddx51	DDX51
Pus1	PUS1
Prkab1	PRKAB1
Ulk1	ULK1
Rab35	RAB35
Pla2g1b	PLA2G1B
Triap1	TRIAP1
Srsf9	SRSF9
Cabp1	CABP1
Cyp2w1	CYP2W1
Acads	ACADS
Sppl3	SPPL3
Psmg3	PSMG3
Tfec	TFEC
Mad1l1	MAD1L1
Hnf1a	HNF1A
Mrm2	FTSJ2
2210016L21Rik	C12ORF43
Snx8	SNX8
Oasl1	OASL
Oasl2	OASL2
Foxp2	FOXP2
Tmem168	TMEM168
Lfng	LFNG
Tmem106b	TMEM106B
Mmab	MMAB
Zfp513	ZNF513
Fscn1	FSCN1
Acacb	ACACB
Ung	UNG
Usp30	USP30
Rbm19	RBM19
Lhx5	LHX5
Sdsl	SDSL
Plbd2	PLBD2
Ddx54	DDX54
Rita1	C12ORF52
Rasal1	RASAL1
Dtx1	DTX1
Aimp2	AIMP2
Ccz1	CCZ1
Ocm	OCM
Arpc1a	ARPC1A
Pdap1	PDAP1
Ptcd1	PTCD1
Ndufa4	NDUFA4
Cdk8	CDK8
Rasl11a	RASL11A
Cdx2	CDX2
Pan3	PAN3
Flt1	FLT1
Pomp	POMP
Slc46a3	SLC46A3
C8b	C8B
Tex26	TEX26
Col1a2	COL1A2
Gngt1	GNGT1
Tfpi2	TFPI2
Tspan12	TSPAN12
Ing3	ING3
Wnt16	WNT16
Hyal5	SPAM1
Hyal6	HYAL6
Hyal4	HYAL4
Bcl7b	BCL7B
Wasl	WASL
Asb15	ASB15
Cul1	CUL1
Aass	AASS
Slc13a1	SLC13A1
Pax4	PAX4
Fscn3	FSCN3
Epo	EPO
Actl6b	ACTL6B
Gnb2	GNB2
Gigyf1	GIGYF1
Pop7	POP7
Tfr2	TFR2
Pcolce	PCOLCE
Fbxo24	FBXO24
Agfg2	AGFG2
Tsc22d4	TSC22D4
Ppp1r35	PPP1R35
Mepce	MEPCE
Cyp3a13	CYP3A4
Nobox	NOBOX
Arhgef5	ARHGEF5
Asns	ASNS
Dlx6	DLX6
Pon3	PON3
Cald1	CALD1
Evx1	EVX1
Hibadh	HIBADH
Nt5c3	NT5C3
Fkbp9	FKBP9
Ssmem1	C7ORF45
Avl9	AVL9
Cpa1	CPA1
Cep41	CEP41
Krba1	KRBA1
Herc6	HERC6
Abcg2	ABCG2
Herc3	HERC3
Aoc1	ABP1
Igf2bp3	IGF2BP3
Gpnmb	GPNMB
Npy	NPY
Dfna5	DFNA5
Zc3hav1	ZC3HAV1
Tmem213	TMEM213
4921507P07Rik	C7ORF31
Npvf	NPVF
Trim24	TRIM24
Slc13a4	SLC13A4
Stra8	STRA8
Tcaf2	FAM115C
Fam131b	FAM131B
Clcn1	CLCN1
Casp2	CASP2
Gstk1	GSTK1
Sval1	SVAL1
Kel	KEL
1700034O15Rik	C7ORF34
Ccdc184	C12ORF68
1700074P13Rik	TRYX5
Moxd2	MOXD2
Prss37	PRSS37
Ssbp1	SSBP1
Agk	AGK
Mrps33	MRPS33
Hpgds	HPGDS
Smarcad1	SMARCAD1
Mkrn1	MKRN1
Rab19	RAB19
Gfpt1	GFPT1
Nfu1	NFU1
Pcyox1	PCYOX1
Tgfa	TGFA
Add2	ADD2
Figla	FIGLA
Dusp11	DUSP11
Cct7	CCT7
Pradc1	PRADC1
Zfp638	ZNF638
Prickle2	PRICKLE2
Fbxl14	FBXL14
Lrig1	LRIG1
1700003E16Rik	C2ORF81
Kbtbd8	KBTBD8
Ino80b	INO80B
Wbp1	WBP1
Mogs	MOGS
Tacr1	TACR1
Mrpl19	MRPL19
Bmp10	BMP10
Gkn2	GKN2
Gkn1	GKN1
Aplf	APLF
Efcc1	CCDC48
Gp9	GP9
Rab43	RAB43
Cnbp	CNBP
Hmces	C3ORF37
Rpn1	RPN1
Frmd4b	FRMD4B
Gxylt2	GXYLT2
Cntn3	CNTN3
Ruvbl1	RUVBL1
Abtb1	ABTB1
Chchd6	CHCHD6
Klf15	KLF15
Aldh1l1	ALDH1L1
Slc41a3	SLC41A3
Nup210	NUP210
Wnt7a	WNT7A
Xpc	XPC
Tmem43	TMEM43
Slc6a6	SLC6A6
Sumf1	SUMF1
Itpr1	ITPR1
Bhlhe40	BHLHE40
Usp18	USP18
Slc6a12	SLC6A12
Ret	RET
A2m	A2M
Slc16a6	SLC16A6
Klrg1	KLRG1
Mfap5	MFAP5
Gdf3	GDF3
Mlf2	MLF2
Lag3	LAG3
Lrrc23	LRRC23
Cops7a	COPS7A
Tmcc1	TMCC1
Tuba8	TUBA8
Cd163	CD163
Bms1	BMS1
Clec4e	CLEC4E
Clec4d	CLEC4D
Clec4a2	CLEC4A
Klrk1	KLRK1
Clec2e	CLEC2E
Cd69	CD69
Clec12b	CLEC12B
Clec1b	CLEC1B
Tmem52b	TMEM52B
Gabarapl1	GABARAPL1
Olr1	OLR1
Klrd1	KLRD1
Rad52	RAD52
Klrc1	KLRC1
Adipor2	ADIPOR2
Erc1	ERC1
Ccdc77	CCDC77
Magohb	MAGOHB
Ybx3	CSDA
Bcl2l14	BCL2L14
Lrp6	LRP6
Ddx47	DDX47
Gprc5d	GPRC5D
Emp1	EMP1
Grin2a	GRIN2A
Atf7ip	ATF7IP
Plbd1	PLBD1
Gucy2c	GUCY2C
Art4	ART4
Mgp	MGP
Erp27	ERP27
Arhgdib	ARHGDIB
Rerg	RERG
Plcz1	PLCZ1
Aebp2	AEBP2
Slco1c1	SLCO1C1
Recql	RECQL
Gys2	GYS2
Golt1b	GOLT1B
Ldhb	LDHB
Kcnj8	KCNJ8
Lmcd1	LMCD1
Sspn	SSPN
Bhlhe41	BHLHE41
Rassf8	RASSF8
Lrmp	LRMP
Thumpd3	THUMPD3
Bcat1	BCAT1
Ogg1	OGG1
Camk1	CAMK1
Tada3	TADA3
Etnk1	ETNK1
Ttll3	TTLL3
Cidec	CIDEC
Cmas	CMAS
St8sia1	ST8SIA1
Creld1	CRELD1
Emc3	EMC3
Asun	ASUN
Med21	MED21
Smco2	C12ORF70
Sec13	SEC13
Ccdc91	CCDC91
Far2	FAR2
Slc6a11	SLC6A11
Slc6a1	SLC6A1
Atg7	ATG7
Vgll4	VGLL4
Tamm41	TAMM41
Timp4	TIMP4
Mbd4	MBD4
Rho	RHO
Slc2a3	SLC2A3
Necap1	NECAP1
Pianp	PIANP
Ing4	ING4
Acrbp	ACRBP
Mrpl51	MRPL51
Cd27	CD27
Vamp1	VAMP1
Ltbr	LTBR
Tnfrsf1a	TNFRSF1A
Cd9	CD9
D6Wsu163e	C12ORF4
Tspan11	TSPAN11
Tspan9	TSPAN9
Fkbp4	FKBP4
Klrb1a	KLRB1A
Slc27a5	SLC27A5
2900092C05Rik	C19ORF18
Zik1	ZNF418
Tomm40	TOMM40
Rtn2	RTN2
Ppm1n	PPM1N
Vasp	VASP
Qpctl	QPCTL
Dmpk	DMPK
Dmwd	DMWD
Nova2	NOVA2
Pglyrp1	PGLYRP1
Pop4	POP4
Ttyh1	TTYH1
Rpl28	RPL28
Sbk2	SBK2
Zfp773	ZNF132
Tubgcp5	TUBGCP5
Cyfip1	CYFIP1
Oca2	OCA2
Nipa2	NIPA2
Csrp3	CSRP3
Ceacam18	CEACAM18
Siglece	SIGLECE
Zfp94	ZNF45
Lypd5	LYPD5
Tdrd12	TDRD12
Slc7a9	SLC7A9
Faap24	C19ORF40
Rhpn2	RHPN2
Kctd15	KCTD15
Slc17a6	SLC17A6
Prmt3	PRMT3
Dbx1	DBX1
Nav3	NAV3
Snrpa1	SNRPA1
Tm2d3	TM2D3
Tarsl2	TARSL2
Tjp1	TJP1
Apba2	APBA2
Mphosph10	MPHOSPH10
Mtmr10	MTMR10
Chrna7	CHRNA7
Hddc3	HDDC3
Unc45a	UNC45A
Vps33b	VPS33B
Sema4b	SEMA4B
Mesp1	MESP1
Pex11a	PEX11A
Plin1	PLIN1
Rhcg	RHCG
Pgpep1l	PGPEP1L
Ttc23	TTC23
Lrrc28	LRRC28
Mef2a	MEF2A
Ctsc	CTSC
Nox4	NOX4
Zfp74	ZNF569
Tyrobp	TYROBP
Zfp84	ZNF850
Yif1b	YIF1B
Rasgrp4	RASGRP4
Ryr1	RYR1
Nfkbib	NFKBIB
Fbxo17	FBXO17
Pak4	PAK4
Mfge8	MFGE8
Hapln3	HAPLN3
Acan	ACAN
Det1	DET1
Mrps11	MRPS11
Mrpl46	MRPL46
Ccdc90b	CCDC90B
Tmem126b	TMEM126B
Tmem126a	TMEM126A
Me3	ME3
Fah	FAH
Sh3gl3	SH3GL3
Ddias	C11ORF82
Rab30	RAB30
Ndufc2	NDUFC2
Coq7	COQ7
Arl6ip1	ARL6IP1
Smg1	SMG1
Xylt1	XYLT1
Nucb2	NUCB2
Ipo5	IPO5
1110004F10Rik	C11ORF58
Cyp2r1	CYP2R1
Pde3b	PDE3B
Mylpf	MYLPF
Qprt	QPRT
Kif22	KIF22
Maz	MAZ
Cdipt	CDIPT
Kctd13	KCTD13
Tmem219	TMEM219
Stard10	STARD10
Fchsd2	FCHSD2
Gdpd3	GDPD3
Rab6a	RAB6A
Coro1a	CORO1A
Klk7	KLK7
Sgf29	CCDC101
Ucp3	UCP3
Nupr1	NUPR1
Cln3	CLN3
Ppme1	PPME1
Lipt2	LIPT2
Cd19	CD19
Pold3	POLD3
Atp2a1	ATP2A1
Chrdl2	CHRDL2
Sh2b1	SH2B1
Slco2b1	SLCO2B1
Prss8	PRSS8
Eif3c	EIF3C
Spns1	SPNS1
Arrb1	ARRB1
Lat	LAT
Rps3	RPS3
Il21r	IL21R
Dgat2	DGAT2
Il4ra	IL4R
Nsmce1	NSMCE1
Psma1	PSMA1
Prkrir	PRKRIR
Kdm8	KDM8
Copb1	COPB1
Il4i1	IL4I1
Far1	FAR1
Acer3	ACER3
Aqp8	AQP8
Lcmt1	LCMT1
Parva	PARVA
Slc5a11	SLC5A11
Dkk3	DKK3
Pak1	PAK1
BC017158	C16ORF58
Cox6a2	COX6A2
Lyve1	LYVE1
Itgad	ITGAD
Itgax	ITGAX
Adm	ADM
Pycard	PYCARD
Dkkl1	DKKL1
Sbf2	SBF2
Tead2	TEAD2
Cd37	CD37
Kat8	KAT8
Stx4a	STX4
Fbxl19	FBXL19
Phkg2	PHKG2
Rnf40	RNF40
Bax	BAX
Prr14	PRR14
Nucb1	NUCB1
Bcat2	BCAT2
Fgf21	FGF21
Izumo1	IZUMO1
Nomo1	NOMO1
Abcc8	ABCC8
Sergef	SERGEF
Lamtor1	LAMTOR1
Rgs10	RGS10
Tial1	TIAL1
Bag3	BAG3
Ate1	ATE1
Tacc2	TACC2
Ptpn5	PTPN5
Cpxm2	CPXM2
Chp2	CHP2
Ern2	ERN2
Plk1	PLK1
Ndufab1	NDUFAB1
Ubfd1	UBFD1
Ears2	EARS2
Gga2	GGA2
Scnn1b	SCNN1B
Mettl9	METTL9
Cdr2	CDR2
Arfip2	ARFIP2
Polr3e	POLR3E
Uqcrc2	UQCRC2
Pdzd9	PDZD9
Rrp8	RRP8
Vwa3a	VWA3A
Ilk	ILK
Tpp1	TPP1
Hpx	HPX
Cnga4	CNGA4
Cckbr	CCKBR
Crym	CRYM
Anks4b	ANKS4B
Zp2	ZP2
Tmem159	TMEM159
2610020H08Rik	LOC81691
Eri2	ERI2
Hbb-y	HBE1
Tha1	THA1
Thumpd1	THUMPD1
Lhpp	LHPP
Gp2	GP2
Mettl10	METTL10
Umod	UMOD
Trim21	TRIM21
Zranb1	ZRANB1
Pdilt	PDILT
Ctbp2	CTBP2
Tex36	TEX36
Uros	UROS
Knop1	C16ORF88
Mmp21	MMP21
9030624J02Rik	C16ORF62
Bccip	BCCIP
Rrm1	RRM1
Stim1	STIM1
Dhx32	DHX32
Pgap2	PGAP2
Art1	ART1
Mki67	MKI67
Atp6ap2	ATP6AP2
Cask	CASK
Swap70	SWAP70
Wee1	WEE1
Nrip3	NRIP3
Tmem9b	TMEM9B
BC051019	C11ORF16
Akip1	AKIP1
Trim66	TRIM66
Tub	TUB
Eif3f	EIF3F
Rp2	RP2
Ebf3	EBF3
Cdk16	CDK16
Usp11	USP11
Mrgprf	MRGPRF
Fgf15	FGF19
Ano1	ANO1
Fadd	FADD
Slc6a14	SLC6A14
Nadsyn1	NADSYN1
Il13ra1	IL13RA1
Dock11	DOCK11
Sash3	SASH3
Elf4	ELF4
Rab33a	RAB33A
Slc25a14	SLC25A14
Rbmx2	RBMX2
Enox2	ENOX2
Igsf1	IGSF1
Stk26	MST4
Gpc4	GPC4
Slc9a9	SLC9A9
Brs3	BRS3
Vgll1	VGLL1
Cd40lg	CD40LG
Arhgef6	ARHGEF6
Fgf13	FGF13
F9	F9
Mcf2	MCF2
Atp11c	ATP11C
Ccdc22	CCDC22
Prickle3	PRICKLE3
Praf2	PRAF2
Ccdc120	CCDC120
Otud5	OTUD5
Pim2	PIM2
Pqbp1	PQBP1
Timm17b	TIMM17B
Eras	ERAS
Hdac6	HDAC6
Gata1	GATA1
Glod5	GLOD5
Was	WAS
Wdr13	WDR13
Ebp	EBP
Slc38a5	SLC38A5
Ftsj1	FTSJ1
Dynlt3	DYNLT3
Aff2	AFF2
F8	F8
Vbp1	VBP1
Mtcp1	MTCP1
Cmc4	CMC4
Brcc3	BRCC3
Rab39b	RAB39B
Pls3	PLS3
Asb12	ASB12
Heph	HEPH
Gpr165	GPR165
Pgr15l	PGR15L
Ophn1	OPHN1
Awat2	AWAT2
Igbp1	IGBP1
Magee2	MAGEE2
Pbdc1	CXORF26
Fgf16	FGF16
Cox7b	COX7B
Magt1	MAGT1
Itm2a	ITM2A
Hmgn5	HMGN5
Sh3bgrl	SH3BGRL
Tnmd	TNMD
Srpx2	SRPX2
Sytl4	SYTL4
Cstf2	CSTF2
Nox1	NOX1
Xkrx	XKRX
Btk	BTK
Gla	GLA
Serpina7	SERPINA7
Acsl4	ACSL4
Pak3	PAK3
Dcx	DCX
Il13ra2	IL13RA2
Rs1	RS1
Phka2	PHKA2
Pdha1	PDHA2
Map3k15	MAP3K15
Rps6ka3	RPS6KA3
Nono	NONO
Itgb1bp2	ITGB1BP2
Cdx4	CDX4
Zcchc13	ZCCHC13
Abcb7	ABCB7
Flna	FLNA
Gabrq	GABRQ
Cetn2	CETN2
Nsdhl	NSDHL
Hccs	HCCS
Rbbp7	RBBP7
Arhgap6	ARHGAP6
Syap1	SYAP1
Msl3	MSL3
Ctps2	CTPS2
Grpr	GRPR
Zfp275	ZNF275
Ap1s2	AP1S2
Haus7	HAUS7
Trex2	TREX2
Car5b	CA5B
Bgn	BGN
Atp2b3	ATP2B3
Pir	PIR
Vegfd	FIGF
Slc6a8	SLC6A8
Piga	PIGA
Asb11	ASB11
Asb9	ASB9
Hcfc1	HCFC1
Naa10	NAA10
Avpr2	AVPR2
Irak1	IRAK1
Mecp2	MECP2
Mpp1	MPP1
Dkc1	DKC1
Nxf7	NXF2B
Morf4l2	MORF4L2
Plp1	PLP1
Zcchc18	ZCCHC18
Vsig1	VSIG1
Rbm41	RBM41
Morc4	MORC4
Atp11a	ATP11A
F7	F7
F10	F10
Proz	PROZ
Lamp1	LAMP1
Adprhl1	ADPRHL1
Atp4b	ATP4B
Grk1	GRK1
Gas6	GAS6
Coprs	C17ORF79
Myom2	MYOM2
Angpt2	ANGPT2
Agpat5	AGPAT5
Nek3	NEK3
Vps36	VPS36
Slc25a15	SLC25A15
Erlin2	ERLIN2
Prosc	PROSC
Adgra2	GPR124
Brf2	BRF2
Rab11fip1	RAB11FIP1
Eif4ebp1	EIF4EBP1
Chrna6	CHRNA6
Ggn	GGN
Tnfsf13b	TNFSF13B
Col4a2	COL4A2
Rab20	RAB20
Naxd	CARKD
Ankrd10	ANKRD10
Leprotl1	LEPROTL1
Dctn6	DCTN6
Gpm6a	GPM6A
Spata4	SPATA4
Asb5	ASB5
Vegfc	VEGFC
Aga	AGA
Dlc1	DLC1
Eri1	ERI1
Dusp4	DUSP4
Saraf	TMEM66
Mrps31	MRPS31
Smim19	C8ORF40
Dkk4	DKK4
Polb	POLB
Ikbkb	IKBKB
Plat	PLAT
Gins4	GINS4
Sfrp1	SFRP1
Ido1	IDO1
Adam18	ADAM18
Tm2d2	TM2D2
Tenm3	TENM3
Dctd	DCTD
Slit2	SLIT2
Rwdd4a	RWDD4
Ddhd2	DDHD2
Star	STAR
Mak16	MAK16
Wrn	WRN
Gsr	GSR
Rbpms	RBPMS
Frg1	FRG1
Asah1	ASAH1
Fgl1	FGL1
Pdgfrl	PDGFRL
Cnot7	CNOT7
Fgf20	FGF20
Msmo1	MSMO1
Klhl2	KLHL2
Galnt7	GALNT7
Sap30	SAP30
Scrg1	SCRG1
Hpgd	HPGD
Ednra	EDNRA
Tmem184c	TMEM184C
Nr3c2	NR3C2
Isx	ISX
Irf2	IRF2
Cenpu	MLF1IP
Acsl1	ACSL1
Slc25a4	SLC25A4
Ufsp2	UFSP2
Anxa10	ANXA10
Pdlim3	PDLIM3
Tlr3	TLR3
Palld	PALLD
Cbr4	CBR4
Sh3rf1	SH3RF1
F11	F11
Nek1	NEK1
Mfap3l	MFAP3L
N4bp1	N4BP1
Cbln1	CBLN1
Heatr3	HEATR3
Brd7	BRD7
Nkd1	NKD1
Snx20	SNX20
Sall1	SALL1
Rbl2	RBL2
Eif2ak3	EIF2AK3
Gins3	GINS3
Setd6	SETD6
Got2	GOT2
1700011L22Rik	C4ORF51
Slc10a7	SLC10A7
Pou4f2	POU4F2
Man2b1	MAN2B1
Vps35	VPS35
Orc6	ORC6
Mylk3	MYLK3
Gpt2	GPT2
Dnaja2	DNAJA2
Itfg1	ITFG1
Lonp2	LONP2
Tbc1d9	TBC1D9
Ucp1	UCP1
Zfp330	ZNF330
Il15	IL15
Gab1	GAB1
Txnl4b	TXNL4B
Pmfbp1	PMFBP1
Zfp821	ZNF821
Ist1	IST1
Ap1g1	AP1G1
Ces1d	CES1
Phlpp2	PHLPP2
Irx5	IRX5
Irx6	IRX6
Mmp2	MMP2
Vac14	VAC14
St3gal2	ST3GAL2
Gnao1	GNAO1
Cog4	COG4
Nudt21	NUDT21
Cenpn	CENPN
Bbs2	BBS2
Mt4	MT4
Mt3	MT3
Slc12a3	SLC12A3
Syce1l	SYCE1L
Herpud1	HERPUD1
Cntnap4	CNTNAP4
Fam192a	FAM192A
Pllp	PLLP
Arl2bp	ARL2BP
Cx3cl1	CX3CL1
Ccl22	CCL22
Ccl17	CCL17
Ciapin1	CIAPIN1
Coq9	COQ9
Katnb1	KATNB1
Kifc3	KIFC3
Mmp15	MMP15
Tmem38a	TMEM38A
Usb1	USB1
Cfap20	C16ORF80
B3gnt3	B3GNT3
Insl3	INSL3
Pgls	PGLS
Slc27a1	SLC27A1
Mvb12a	FAM125A
Cox4i1	COX4I1
Emc8	EMC8
Gins2	GINS2
Gse1	GSE1
Zdhhc7	ZDHHC7
6430548M08Rik	KIAA0513
Crispld2	CRISPLD2
Cotl1	COTL1
Klhl36	KLHL36
Pik3r2	PIK3R2
Hsbp1	HSBP1
Mphosph6	MPHOSPH6
Hsd17b2	HSD17B2
Pde4c	PDE4C
Bco1	BCMO1
Lsm4	LSM4
Ntpcr	NTPCR
BC021891	KIAA1804
Lpar2	LPAR2
Atp13a1	ATP13A1
Ints10	INTS10
Cdh5	CDH5
Cklf	CKLF
Cmtm3	CMTM3
Cmtm2a	CMTM2A
Nae1	NAE1
Rrad	RRAD
Ces2e	CES2E
Tradd	TRADD
D230025D16Rik	C16ORF70
Hsd11b2	HSD11B2
Tsnaxip1	TSNAXIP1
Ctrl	CTRL
Psmb10	PSMB10
Slc12a4	SLC12A4
Dpep3	DPEP3
Dpep2	DPEP2
Dus2	DUS2L
Pla2g15	PLA2G15
Slc7a6	SLC7A6
Has3	HAS3
Vps4a	VPS4A
Cog8	COG8
Nip7	NIP7
Tmed6	TMED6
Mtmr2	MTMR2
Cep57	CEP57
Cyb5b	CYB5B
Maml2	MAML2
Mre11a	MRE11A
Gpr83	GPR83
Izumo1r	FOLR4
Med17	MED17
Vstm5	VSTM5
4931406C07Rik	C11ORF54
Taf1d	TAF1D
Kars	KARS
Adat1	ADAT1
Gabarapl2	GABARAPL2
Tmem231	TMEM231
Chst5	CHST6
Tmem170	TMEM170A
Cfdp1	CFDP1
Ctrb1	CTRB1
Wdr59	WDR59
Aars	AARS
Cdh15	CDH15
Glb1l3	GLB1L3
Ccsap	CCSAP
Urb2	URB2
Cog2	COG2
Arv1	ARV1
2310022B05Rik	C1ORF198
2810004N23Rik	C1ORF131
Gnpat	GNPAT
Sprtn	SPRTN
Egln1	EGLN1
Jam3	JAM3
Spata19	SPATA19
St14	ST14
Mmp20	MMP20
Mmp10	MMP10
Mmp1a	MMP1A
