pleurodeles	eggnog
CDK10	CDK10
ACBD4	ACBD4
RBM26	RBM26
SLC2A8	SLC2A8
PAK1IP1	PAK1IP1
PLD4	PLD4
GBAS	GBAS
ATF6B	ATF6B
FBXO32	FBXO32
SYTL3	SYTL3
DOHH	DOHH
DPAGT1	DPAGT1
COA7	COA7
HNRNPM	HNRNPM
kiaa1456	kiaa1456
UPF2	UPF2
TRPM7	TRPM7
POU2AF1	POU2AF1
MPP2	MPP2
FAM196B	FAM196B
DNMT3B	DNMT3B
TBC1D8	TBC1D8
C4orf29	C4orf29
SASS6	SASS6
NLRC4	NLRC4
USP18	USP18
SPTLC1	SPTLC1
RBBP7	RBBP7
CYB5A	CYB5A
RRH	RRH
MPZL1	MPZL1
ARHGAP23	ARHGAP23
ALX1	ALX1
BEGAIN	BEGAIN
ADAMTS2	ADAMTS2
LRRC16B	LRRC16B
SLC10A7	SLC10A7
SLC6A11	SLC6A11
SASH3	SASH3
LRP8	LRP8
BICC1	BICC1
NCKAP1L	NCKAP1L
PRDX5	PRDX5
DCTN3	DCTN3
RRM1	RRM1
NAV2	NAV2
FAM120B	FAM120B
G2E3	G2E3
SLC25A11	SLC25A11
CTNNA1	CTNNA1
PLA2G4A	PLA2G4A
TMEM214	TMEM214
XIAP	XIAP
RRP12	RRP12
SUCO	SUCO
TRIM36	TRIM36
SYNPO	SYNPO
TPRA1	TPRA1
LIPT2	LIPT2
RGS22	RGS22
EIF3B	EIF3B
TMEM5	TMEM5
DLAT	DLAT
FAM149B1	FAM149B1
IDH3B	IDH3B
RAP1GAP	RAP1GAP
acss1	acss1
FAM110B	FAM110B
PRSS16	PRSS16
SERAC1	SERAC1
FSTL4	FSTL4
COPB1	COPB1
CALCR	CALCR
SFMBT1	SFMBT1
JAKMIP2	JAKMIP2
ASUN	ASUN
CCDC39	CCDC39
C1GALT1	C1GALT1
ARFGAP1	ARFGAP1
FBXO48	FBXO48
UCHL5	UCHL5
MYOF	MYOF
GPC3	GPC3
HDHD2	HDHD2
BBS7	BBS7
RNF167	RNF167
FBXL17	FBXL17
TANK	TANK
PDE6D	PDE6D
LRRC70	LRRC70
FAM222A	FAM222A
DENND5B	DENND5B
FKBP1B	FKBP1B
FOXN3	FOXN3
CLN8	CLN8
SLC43A3	SLC43A3
SAMD11	SAMD11
DLG1	DLG1
WNT10A	WNT10A
VIPR1	VIPR1
MAPK8IP2	MAPK8IP2
PTGER4	PTGER4
AP1S1	AP1S1
SMARCE1	SMARCE1
FAM83G	FAM83G
ZCCHC7	ZCCHC7
GALR1	GALR1
ARCN1	ARCN1
RMDN3	RMDN3
CD33	CD33
TCERG1	TCERG1
ZAP70	ZAP70
DPP10	DPP10
C2orf80	C2orf80
TKTL2	TKTL2
SCNN1A	SCNN1A
OGN	OGN
VSTM4	VSTM4
SGMS1	SGMS1
TMEM52	TMEM52
GMPS	GMPS
PELI3	PELI3
CDCA7	CDCA7
CRTC3	CRTC3
ERCC8	ERCC8
MCM2	MCM2
STK19	STK19
ATP1B1	ATP1B1
MAPK11	MAPK11
PITPNM3	PITPNM3
PRDM15	PRDM15
CYGB	CYGB
GNB1L	GNB1L
flcn	flcn
TMTC2	TMTC2
HIPK1	HIPK1
TOR1AIP2	TOR1AIP2
SP8	SP8
UNC45B	UNC45B
DNAJB12	DNAJB12
FBXO21	FBXO21
LPCAT4	LPCAT4
N4BP2L2	N4BP2L2
DDHD1	DDHD1
RAPGEF5	RAPGEF5
PWP2	PWP2
KSR2	KSR2
STK31	STK31
UBE2Q2	UBE2Q2
PFKFB4	PFKFB4
CCND1	CCND1
NDUFB8	NDUFB8
FAM160A2	FAM160A2
MVD	MVD
KIAA1107	KIAA1107
NCS1	NCS1
KLF5	KLF5
CCDC81	CCDC81
PNOC	PNOC
NFAT5	NFAT5
CXCR5	CXCR5
ZBTB7B	ZBTB7B
RASL12	RASL12
ZBTB8A	ZBTB8A
SLC20A1	SLC20A1
AGPAT1	AGPAT1
INA	INA
HTATIP2	HTATIP2
ETS2	ETS2
SARS2	SARS2
JUND	JUND
ALDH6A1	ALDH6A1
SYTL4	SYTL4
TCTN1	TCTN1
ACAP1	ACAP1
SAPCD2	SAPCD2
TTC21B	TTC21B
SOS2	SOS2
UBA7	UBA7
ZC3H10	ZC3H10
CCDC66	CCDC66
KCTD2	KCTD2
CCDC134	CCDC134
PDE1C	PDE1C
TSNARE1	TSNARE1
SGK1	SGK1
CHRM3	CHRM3
ZNF581	ZNF581
PEBP1	PEBP1
FAM63B	FAM63B
PGM5	PGM5
TEX264	TEX264
ZNF646	ZNF646
PPCS	PPCS
NEDD1	NEDD1
ALAS2	ALAS2
LANCL1	LANCL1
RPS6KA4	RPS6KA4
TRMT61B	TRMT61B
NBEAL2	NBEAL2
OPCML	OPCML
LBR	LBR
ATCAY	ATCAY
KLC3	KLC3
PODXL	PODXL
URB2	URB2
EFNB1	EFNB1
RSPH10B	RSPH10B
TULP4	TULP4
CRISPLD2	CRISPLD2
FAM174B	FAM174B
TET3	TET3
CTSH	CTSH
PTPRR	PTPRR
MXRA7	MXRA7
PDE3A	PDE3A
SYNCRIP	SYNCRIP
KRT8	KRT8
TMEM120A	TMEM120A
IGSF9	IGSF9
SRRM1	SRRM1
FILIP1	FILIP1
CCDC150	CCDC150
MEGF9	MEGF9
LOXL1	LOXL1
PPFIBP1	PPFIBP1
GPATCH8	GPATCH8
CRYL1	CRYL1
DTD1	DTD1
RRP1B	RRP1B
GRIK4	GRIK4
ZC4H2	ZC4H2
THOC5	THOC5
MAP4K5	MAP4K5
PEX5	PEX5
TSPYL5	TSPYL5
ZDHHC16	ZDHHC16
VPS37B	VPS37B
MAT2A	MAT2A
KCNA4	KCNA4
SGCZ	SGCZ
CP	CP
HMHA1	HMHA1
FAM195B	FAM195B
ARFGEF2	ARFGEF2
FTSJ3	FTSJ3
ZCCHC8	ZCCHC8
CCDC40	CCDC40
TMED10	TMED10
TGFB2	TGFB2
EGFL6	EGFL6
ADAM28	ADAM28
CTPS1	CTPS1
PCDHA10	Pcdha9
GPR126	GPR126
YWHAB	YWHAB
NFKB1	NFKB1
ANTXRL	ANTXRL
EXOC7	EXOC7
DNAH9	DNAH9
MRGBP	MRGBP
TSSK6	TSSK6
DNAJC16	DNAJC16
KIAA0754	KIAA0754
NDUFB10	NDUFB10
SLC2A9	SLC2A9
PIGR	PIGR
SYNJ2BP	SYNJ2BP
VANGL2	VANGL2
PBX2	PBX2
COL9A1	COL9A1
PSMD10	PSMD10
TNFRSF18	TNFRSF18
KIF13A	KIF13A
CDH1	CDH1
RBM42	RBM42
RBFOX3	RBFOX3
AP4E1	AP4E1
SCARB1	SCARB1
CAPSL	CAPSL
LONRF2	LONRF2
BRCC3	BRCC3
KATNB1	KATNB1
CXorf36	CXorf36
CACFD1	CACFD1
ALG6	ALG6
APBA3	APBA3
KCNE1L	KCNE1L
KANK3	KANK3
ALG11	ALG11
TAF11	TAF11
GTF2E2	GTF2E2
DNAJC3	DNAJC3
LDHD	LDHD
ROGDI	ROGDI
DLK1	DLK1
MAN2C1	MAN2C1
ARHGEF39	ARHGEF39
SLC5A2	SLC5A2
ADAM12	ADAM12
SLC7A3	SLC7A3
SNX8	SNX8
ADRB1	ADRB1
DHRSX	DHRSX
RPS17	RPS17
CPVL	CPVL
SUV39H1	SUV39H1
STIP1	STIP1
CASK	CASK
ARID2	ARID2
POLR2A	POLR2A
ENDOV	ENDOV
SLC35D3	SLC35D3
B4GALNT1	B4GALNT1
LSM14A	LSM14A
PRKAA1	PRKAA1
ST3GAL5	ST3GAL5
RDH13	RDH13
ADAM15	ADAM15
UBA3	UBA3
MRPL45	MRPL45
ZYX	ZYX
PAK2	pak2
HEATR4	HEATR4
FAM181A	FAM181A
EIF2AK4	EIF2AK4
TBC1D7	TBC1D7
CRHR2	CRHR2
YTHDF2	YTHDF2
ZXDC	ZXDC
GPR22	GPR22
ZBTB25	ZBTB25
OAS3	OAS3
UBE2U	UBE2U
DNAAF2	DNAAF2
U2SURP	U2SURP
WDR74	WDR74
ZNF385C	ZNF385C
VKORC1L1	VKORC1L1
MAPK1	MAPK1
PHLDA3	PHLDA3
RPA1	RPA1
EIF4G1	EIF4G1
PCYOX1	PCYOX1
XRN2	XRN2
ZC3H12A	ZC3H12A
LCOR	LCOR
STK32B	STK32B
BEND4	BEND4
ANKRD9	ANKRD9
NXPE3	NXPE3
SEC22B	SEC22B
HS3ST1	HS3ST1
TBX3	TBX3
TTC39A	TTC39A
KLF8	KLF8
SHD	SHD
TRAPPC6B	TRAPPC6B
GRAMD1B	GRAMD1B
OTUD7A	OTUD7A
FAM129B	FAM129B
NPHP1	NPHP1
SDHC	SDHC
LIMD2	LIMD2
DLX3	DLX3
STIM2	STIM2
DHPS	DHPS
FAM175A	FAM175A
POMT2	POMT2
ASTE1	ASTE1
WNT6	WNT6
PRKRIR	PRKRIR
GATAD1	GATAD1
ARFIP2	ARFIP2
ARMC9	ARMC9
FLNC	FLNC
CTDSPL	CTDSPL
RAB14	RAB14
ANGPT4	ANGPT4
HSD17B12	HSD17B12
KTN1	KTN1
MAP7	MAP7
TMBIM1	TMBIM1
MFGE8	MFGE8
WASL	WASL
OMG	OMG
TPBGL	TPBGL
NUP85	NUP85
LPIN2	LPIN2
LENG8	LENG8
SLC38A7	SLC38A7
CA11	CA11
B9D1	B9D1
LRRC57	LRRC57
C2orf50	C2orf50
STK17A	STK17A
BEND3	BEND3
HDAC7	HDAC7
BTRC	BTRC
C15orf61	C15orf61
HMOX1	HMOX1
S1PR2	S1PR2
CWC22	CWC22
DACT1	DACT1
TARDBP	TARDBP
TCEA1	TCEA1
AGPAT6	AGPAT6
AHCYL1	AHCYL1
CCDC115	CCDC115
SP5	SP5
FBRS	FBRS
RND2	RND2
FEM1C	FEM1C
RHPN2	RHPN2
KDELC1	KDELC1
HELLS	HELLS
MTCH1	MTCH1
BCL9L	BCL9L
FARP2	FARP2
NEFM	NEFM
AHCYL2	AHCYL2
ABHD13	ABHD13
HMGXB4	HMGXB4
RNASEH1	RNASEH1
SCAF11	SCAF11
VMP1	VMP1
TNPO3	TNPO3
UNC5C	UNC5C
TRIM44	TRIM44
ETFA	ETFA
B4GALNT4	B4GALNT4
YBX1	YBX1
CAMK4	CAMK4
VWF	VWF
NHLRC2	NHLRC2
TMEM63B	TMEM63B
ADRB2	ADRB2
BHLHE22	BHLHE22
ECEL1	ECEL1
ANKRD37	ANKRD37
GAS7	GAS7
GK	GK
CD55	CD55
PCSK1	PCSK1
PTGDS	PTGDS
DHRS11	DHRS11
NFYA	NFYA
FOSL2	FOSL2
TMEM215	TMEM215
ZDHHC23	ZDHHC23
ATP13A5	ATP13A5
EXT2	EXT2
FERMT2	FERMT2
USP54	USP54
EZR	EZR
RNASET2	RNASET2
DGKH	DGKH
fam89a	fam89a
LEMD3	LEMD3
XIRP2	XIRP2
UBXN1	UBXN1
CHRDL1	CHRDL1
TRAF3IP2	TRAF3IP2
FAM193B	FAM193B
RSPRY1	RSPRY1
rab41	rab41
ANKS3	ANKS3
EP300	EP300
FXR1	FXR1
CDC42EP4	CDC42EP4
MYCN	MYCN
IVNS1ABP	IVNS1ABP
BDP1	BDP1
RECK	RECK
WDR26	WDR26
MEIS3	MEIS3
TP53RK	TP53RK
C20orf27	C20orf27
REEP6	REEP6
TROVE2	TROVE2
KLHL3	KLHL3
FAM199X	FAM199X
USP2	USP2
OTULIN	OTULIN
SWI5	SWI5
DOCK1	DOCK1
TMEM198	TMEM198
TRAF4	traf4
CLK4	CLK4
TINF2	TINF2
CST6	CST6
eva1c	eva1c
TIPARP	TIPARP
CCDC97	CCDC97
OPN3	OPN3
CCDC25	CCDC25
C8orf33	C8orf33
ANGPTL7	ANGPTL7
SLC35F1	SLC35F1
WDPCP	WDPCP
ROR1	ROR1
KCNQ2	KCNQ2
PHYHIP	PHYHIP
LYN	LYN
STOX1	STOX1
TCEB3	TCEB3
CCDC12	CCDC12
KPNA5	KPNA5
TMEM194A	TMEM194A
THTPA	THTPA
TRPC3	TRPC3
PYCRL	PYCRL
SPATA2L	SPATA2L
PHC2	PHC2
CCDC186	CCDC186
PALLD	PALLD
MCRS1	MCRS1
NPAS2	NPAS2
CHST6	CHST6
CCK	CCK
PNRC1	PNRC1
LRRIQ4	LRRIQ4
ESCO1	ESCO1
MAPKAP1	MAPKAP1
SEMA3E	SEMA3E
USP5	USP5
HERPUD2	HERPUD2
NLRP14	NLRP14
LHX2	LHX2
MAPK7	MAPK7
SLC35C2	SLC35C2
ZNF384	ZNF384
GOLGA1	GOLGA1
PLTP	PLTP
INVS	INVS
CD81	CD81
TRIM56	TRIM56
SMURF2	SMURF2
CNGB1	CNGB1
CDKAL1	CDKAL1
PAX6	PAX6
ATP13A3	ATP13A3
MAFB	MAFB
TANGO6	TANGO6
MAP3K9	MAP3K9
ZSWIM6	ZSWIM6
PSMG4	PSMG4
FAT3	FAT3
CPLX1	CPLX1
crebzf	crebzf
LMBRD2	LMBRD2
PLEKHD1	PLEKHD1
FAM65A	FAM65A
DPY19L3	DPY19L3
ABHD2	ABHD2
USP6NL	USP6NL
KCNH7	KCNH7
FAM151B	FAM151B
PRDM2	PRDM2
DUSP16	DUSP16
WASF1	WASF1
CDYL	CDYL
ZNF574	ZNF574
KCNK9	KCNK9
PFKP	PFKP
NUDT15	NUDT15
COX11	COX11
DRC1	DRC1
CDX1	CDX1
FOXK2	FOXK2
XRCC6BP1	XRCC6BP1
DOK4	DOK4
CCDC177	CCDC177
TMEFF1	TMEFF1
aldh16a1	aldh16a1
ITM2B	ITM2B
AGFG2	AGFG2
PDE12	PDE12
RBM47	RBM47
LRRFIP1	LRRFIP1
LRRC16A	LRRC16A
ARHGDIA	ARHGDIA
PIH1D1	PIH1D1
fstl5	fstl5
FAM161B	FAM161B
ADCK5	ADCK5
IKBKG	IKBKG
AXDND1	AXDND1
WDR4	WDR4
LOXL3	LOXL3
NISCH	NISCH
KAT2A	KAT2A
AMMECR1	AMMECR1
RNF20	RNF20
MAP2K4	MAP2K4
CPPED1	CPPED1
NANP	NANP
LPHN2	LPHN2
PPP1R13L	PPP1R13L
SYDE2	SYDE2
TAGAP	TAGAP
FAM13B	FAM13B
PPIL2	PPIL2
NUBP1	NUBP1
rtbdn	rtbdn
KIF27	KIF27
LACTB	LACTB
COPS7A	COPS7A
KIFC1	KIFC1
RERE	RERE
LGALS8	LGALS8
C11orf52	C11orf52
TRIM3	TRIM3
RAB6A	RAB6A
WWC1	WWC1
EIF3M	EIF3M
ERN1	ERN1
PDAP1	PDAP1
KIF23	KIF23
ACSL4	ACSL4
PPAT	PPAT
NSMCE2	NSMCE2
STX1A	STX1A
AK9	AK9
DLL4	DLL4
E2F8	E2F8
LMF1	LMF1
CREBBP	CREBBP
MAS1	MAS1
POLE	POLE
CLDN20	CLDN20
DALRD3	DALRD3
PCLO	PCLO
MEX3C	MEX3C
FAM58A	FAM58A
NECAP2	NECAP2
WBP11	WBP11
TFAP2A	TFAP2A
SCYL2	SCYL2
TMEM179	TMEM179
ILF2	ILF2
KLHL2	KLHL2
SLC12A6	SLC12A6
GABRG3	GABRG3
TADA2A	TADA2A
LTBP2	LTBP2
ZNF48	ZNF48
TMEM55B	TMEM55B
THEM6	THEM6
GPRC5C	GPRC5C
44448	9-Sep
D2HGDH	D2HGDH
VEZT	VEZT
SMARCA5	SMARCA5
NDRG3	NDRG3
HIATL1	HIATL1
CCHCR1	CCHCR1
PTGER3	PTGER3
LIMK2	LIMK2
CLDN9	CLDN9
TXNRD1	TXNRD1
CDR2	CDR2
FOXF2	FOXF2
HOXD4	HOXD4
NFIL3	NFIL3
ZNF277	ZNF277
MB21D2	MB21D2
MCCC1	MCCC1
EIF6	EIF6
TMEM169	TMEM169
UGP2	UGP2
VSX2	VSX2
P2RY8	P2RY8
TOMM40	TOMM40
ZRANB1	ZRANB1
KCNN2	KCNN2
C5AR1	C5AR1
ZFP36L2	ZFP36L2
ADAT2	ADAT2
CCDC88C	CCDC88C
RASSF3	RASSF3
TTF2	TTF2
DMTN	DMTN
KHNYN	KHNYN
RNF185	RNF185
KANSL2	KANSL2
SNX15	SNX15
GALNT13	GALNT13
RAB11FIP2	RAB11FIP2
ANKRD34C	ANKRD34C
THG1L	THG1L
GCGR	GCGR
SEMA3C	SEMA3C
COBL	COBL
ANGEL2	ANGEL2
KIF18A	KIF18A
INPP1	INPP1
XPC	XPC
ARMC8	ARMC8
SCAMP2	SCAMP2
LMNA	LMNA
R3HCC1L	R3HCC1L
SVEP1	SVEP1
SLC39A12	SLC39A12
TMEM178B	TMEM178B
GATA1	GATA1
ZBTB40	ZBTB40
LEF1	LEF1
SLC16A10	SLC16A10
ABCF3	ABCF3
NOL8	NOL8
ALDH18A1	ALDH18A1
TRPM3	TRPM3
WDR24	WDR24
STAB2	STAB2
EGR3	EGR3
BZRAP1	BZRAP1
EIF4E2	EIF4E2
ZIC5	ZIC5
AAR2	AAR2
BVES	BVES
INPP5E	INPP5E
STMND1	STMND1
GABRA5	GABRA5
APPBP2	APPBP2
SLC10A2	SLC10A2
TCF3	TCF3
ARHGAP27	ARHGAP27
CFD	CFD
MCM7	MCM7
FFAR4	FFAR4
UVSSA	UVSSA
ABCF1	ABCF1
FAM179B	FAM179B
KIF6	KIF6
A2ML1	A2ML1
TSSC1	TSSC1
DNAJB14	DNAJB14
SIAH3	SIAH3
GNAQ	GNAQ
KCNH8	KCNH8
GABRQ	GABRQ
GPAA1	GPAA1
MECOM	MECOM
VIM	VIM
CASD1	CASD1
PVRL2	PVRL2
DZIP1L	DZIP1L
PIK3C2A	PIK3C2A
DIRAS3	DIRAS3
B3GALNT2	B3GALNT2
GRIN3B	GRIN3B
B3GNT3	B3GNT6
SLBP	SLBP
TBC1D8B	TBC1D8B
PSMD1	PSMD1
KIAA1147	KIAA1147
RAB1A	RAB1A
ITGAL	ITGAL
ATP1A3	ATP1A3
TMEM47	TMEM47
GABARAPL1	GABARAPL1
MBOAT2	MBOAT2
HERC4	HERC4
LFNG	LFNG
SH3BGRL2	SH3BGRL2
SYNRG	SYNRG
PLXNA2	PLXNA2
ARPC5	ARPC5
DECR2	DECR2
PPP1CC	PPP1CC
ENTPD8	ENTPD8
TRMT10C	TRMT10C
DDX19B	DDX19B
CREG2	CREG2
EZH2	EZH2
ANXA11	ANXA11
TUBGCP5	TUBGCP5
MYO1G	MYO1G
CDCA4	CDCA4
BRD3	BRD3
UBALD1	UBALD1
MED16	MED16
INCENP	INCENP
MCOLN3	MCOLN3
SS18L1	SS18L1
PLAT	PLAT
GGCT	GGCT
FAM117B	FAM117B
MRPS28	MRPS28
USP16	USP16
GID4	GID4
ADORA2B	ADORA2B
NUP153	NUP153
SMPDL3A	SMPDL3A
HPS6	HPS6
DDAH2	DDAH2
ARL2	ARL2
MSL1	MSL1
NAT10	NAT10
CHTF8	CHTF8
MXD4	MXD4
API5	API5
ADRA2B	ADRA2B
METTL9	METTL9
SLC3A2	SLC3A2
DMTF1	DMTF1
ADCY5	ADCY5
LARS2	LARS2
F3	F3
MAPRE3	MAPRE3
FMN1	FMN1
LRRC47	LRRC47
ZBTB5	ZBTB5
GPT2	GPT2
C15orf27	C15orf27
DLGAP3	DLGAP3
EGLN2	EGLN2
TRIM33	TRIM33
ATG9A	ATG9A
INTS6	INTS6
SNTB1	SNTB1
LRRC28	LRRC28
TTC16	TTC16
KRT80	KRT80
LPIN1	LPIN1
PTCD1	PTCD1
TYROBP	TYROBP
CMTR2	CMTR2
PRKCSH	PRKCSH
CNTFR	CNTFR
TMEM106A	TMEM106A
PHF20	PHF20
PNPLA8	PNPLA8
VWA8	VWA8
SH3GLB1	SH3GLB1
MTIF2	MTIF2
AHR	AHR
AHCTF1	AHCTF1
TGM4	TGM4
GOSR1	GOSR1
TMEM161B	TMEM161B
C2orf88	C2orf88
NPDC1	NPDC1
SLFN14	SLFN13
KCTD9	KCTD9
GTSF1L	GTSF1L
ENTPD6	ENTPD6
NAB1	NAB1
CDKL4	CDKL4
FUT11	FUT11
FAM129C	FAM129C
CCER2	CCER2
CLDN11	CLDN11
DNAJA3	DNAJA3
AAED1	AAED1
SLC1A4	SLC1A4
ATXN7L2	ATXN7L2
GRM2	GRM2
CYSLTR1	CYSLTR1
CLPB	CLPB
SNIP1	SNIP1
RNGTT	RNGTT
TTLL9	TTLL9
LRFN4	LRFN4
PEX26	PEX26
SLC26A6	SLC26A6
NDOR1	NDOR1
PDCD6IP	PDCD6IP
BNIP3L	BNIP3L
ARSK	ARSK
NOP9	NOP9
CAP1	CAP1
SERINC3	SERINC3
PNCK	PNCK
PCP4L1	PCP4L1
TMEM63C	TMEM63C
PGP	PGP
TGFBR3	TGFBR3
COMMD8	COMMD8
AP3B2	AP3B2
CTSD	ctsd
CTNNBL1	CTNNBL1
CSDC2	CSDC2
DNASE1L1	DNASE1L1
TECR	TECR
F13A1	F13A1
WDR31	WDR31
FBXL2	FBXL2
TIMMDC1	TIMMDC1
MAD2L2	MAD2L2
CRIP2	CRIP2
DNAJC19	DNAJC19
MLC1	MLC1
ZBTB4	ZBTB4
KIAA1211L	KIAA1211L
CHRNA5	CHRNA5
SULF1	SULF1
PPP1R3D	PPP1R3D
RADIL	RADIL
NAT8L	NAT8L
C21orf62	C21orf62
FOS	FOS
CACUL1	CACUL1
KIAA2026	KIAA2026
GFM1	GFM1
CCNE2	CCNE2
TYW1	TYW1
PIN4	PIN4
SMKR1	SMKR1
RNF135	RNF135
FAM57B	FAM57B
AIMP2	AIMP2
ACTL6A	ACTL6A
MTIF3	MTIF3
YIPF3	YIPF3
GBA3	GBA3
MVB12A	MVB12A
RDM1	RDM1
DDHD2	DDHD2
DHX37	DHX37
LSM11	LSM11
SYNPO2	SYNPO2
TMEM41A	TMEM41A
DAGLA	DAGLA
RAI1	RAI1
SLC39A3	SLC39A3
IDH3G	IDH3G
HRH2	HRH2
LYSMD4	LYSMD4
SNX29	SNX29
TRIM75P	TRIM60
ACBD5	ACBD5
PLPPR5	PLPPR5
COPZ2	COPZ2
FBN2	FBN2
NPY7R	NPY7R
PSPC1	PSPC1
GPR6	GPR6
CSTF2	CSTF2
USH1C	USH1C
CREB3L2	CREB3L2
SRSF5	SRSF5
ADPRHL2	ADPRHL2
INPP5K	INPP5K
GPR101	GPR101
UHRF1	UHRF1
SMG9	SMG9
RAG1	RAG1
CEP112	CEP112
PNPLA7	PNPLA7
NT5DC3	NT5DC3
AGFG1	AGFG1
CPZ	CPZ
MAP1LC3A	MAP1LC3A
TMEM170A	TMEM170A
PRAG1	PRAG1
SYT3	SYT3
RHBDL3	RHBDL3
ARHGAP26	ARHGAP26
CHADL	CHADL
LRP6	LRP6
LACE1	LACE1
PRLHR	PRLHR
B3GAT1	B3GAT1
SGSM1	SGSM1
NMT1	NMT1
IQUB	IQUB
COPS4	COPS4
HTRA2	HTRA2
CHST2	CHST2
NXF1	NXF1
DCAF15	DCAF15
CCDC174	CCDC174
ZBED1	ZBED1
CCDC37	CCDC37
PXDN	PXDN
ZC3H14	ZC3H14
UBE2J1	UBE2J1
TRPV4	TRPV4
OPRK1	OPRK1
ZYG11B	ZYG11B
FBXL6	FBXL6
XDH	XDH
HTD2	HTD2
MAST3	MAST3
EXOSC9	EXOSC9
FXYD6	FXYD6
MED17	MED17
SPATA13	SPATA13
FAM83H	FAM83H
REXO1	REXO1
TMEM221	TMEM221
PDE4C	PDE4C
AMZ2	AMZ2
PPP2R4	PPP2R4
PCYT2	PCYT2
OS9	OS9
PNKP	PNKP
POC1B	POC1B
ABCA2	ABCA2
STX3	STX3
HEATR5A	HEATR5A
SLAIN2	SLAIN2
ZNF526	ZNF526
SLC13A2	SLC13A2
SLC6A9	SLC6A9
BECN1	BECN1
ZNF395	ZNF395
NTN1	NTN1
WRB	WRB
FILIP1L	FILIP1L
RBFOX2	RBFOX2
PAPPA2	PAPPA2
PRRC2B	PRRC2B
GAL3ST3	GAL3ST3
44451	12-Sep
GPR98	GPR98
MED27	MED27
HPCA	HPCA
SLC39A1	SLC39A1
RGMB	RGMB
TFPI	TFPI
C9orf156	C9orf156
MAFA	MAFA
APBB2	APBB2
TRAF3IP1	TRAF3IP1
ARSE	ARSE
SPIN4	SPIN4
LEPRE1	LEPRE1
WDR91	WDR91
KIF20A	KIF20A
HEXDCL	HEXDCL
EXOC1	EXOC1
VPS9D1	VPS9D1
MMADHC	MMADHC
ZNF365	ZNF365
FKBP4	FKBP4
NT5M	NT5M
TSPAN3	TSPAN3
FAM45A	FAM45A
CBLN1	CBLN1
TRAPPC5	TRAPPC5
IL1RAP	IL1RAP
MKS1	MKS1
ASNA1	ASNA1
TLR7	TLR7
CCDC157	CCDC157
GAL3ST2	GAL3ST2
CIDEA	CIDEA
MRPL23	MRPL23
C16orf91	C16orf91
C16orf46	C16orf46
C11orf68	C11orf68
UQCC2	UQCC2
SNAI2	SNAI2
VAPA	VAPA
IPO4	IPO4
ATRIP	ATRIP
MMGT1	MMGT1
GCLC	GCLC
INPP5J	INPP5J
PAPD7	PAPD7
EXOC6	EXOC6
VEPH1	VEPH1
NDUFV1	NDUFV1
CEND1	CEND1
EIF2AK2	EIF2AK2
TOM1	TOM1
EBF4	EBF4
HOXA3	HOXA3
ERCC6L	ERCC6L
PPP1R2	PPP1R2
IGLON5	IGLON5
METTL20	METTL20
TOMM40L	TOMM40L
OASL	OASL
44450	11-Sep
IGHMBP2	IGHMBP2
ADCY1	ADCY1
PRR16	PRR16
KIAA1462	KIAA1462
BLOC1S1	BLOC1S1
TBCEL	TBCEL
SAMD5	SAMD5
RIT1	RIT1
USP1	USP1
DLGAP5	DLGAP5
STK40	STK40
DIS3L	DIS3L
AFAP1L1	AFAP1L1
STYX	STYX
TFIP11	TFIP11
SIMC1	SIMC1
PIAS1	PIAS1
MAGI3	MAGI3
SENP1	SENP1
CCNYL1	CCNYL1
KIAA0195	KIAA0195
HAUS7	HAUS7
CAPRIN1	CAPRIN1
TNFAIP8L3	TNFAIP8L3
BCL9	BCL9
TIA1	TIA1
IGFN1	IGFN1
BTD	BTD
SH3BP1	SH3BP1
MOGAT1	MOGAT1
LNX1	LNX1
PCBP2	PCBP2
RNF128	RNF128
PLXDC2	PLXDC2
IRF6	IRF6
FAM160B2	FAM160B2
FZR1	FZR1
GAREM	GAREM
PDK3	PDK3
SNRPB2	SNRPB2
DNAJC13	DNAJC13
SUSD2	SUSD2
TMEM200C	TMEM200C
BCAR1	BCAR1
ITPR3	ITPR3
SLC6A3	SLC6A3
FAM118A	FAM118A
NUDT13	NUDT13
TMTC3	TMTC3
DGKD	DGKD
PLEKHH3	PLEKHH3
ATP6V1C1	ATP6V1C1
TMEM147	TMEM147
IMP4	IMP4
SLC50A1	SLC50A1
SLC25A29	SLC25A29
RUVBL2	RUVBL2
ZMYND19	ZMYND19
ANAPC2	ANAPC2
CREB1	CREB1
CACNG2	CACNG2
ACAP2	ACAP2
CLINT1	CLINT1
P2RY6	P2RY6
HDAC6	HDAC6
OARD1	OARD1
TRMT112	TRMT112
ERC1	ERC1
MMP16	MMP16
FBXL13	FBXL13
IFRD2	IFRD2
RSBN1L	RSBN1L
FBXL4	FBXL4
ZBBX	ZBBX
WDR90	WDR90
COL12A1	COL12A1
LCMT1	LCMT1
VTI1B	VTI1B
GADD45GIP1	GADD45GIP1
LANCL3	LANCL3
HMGCLL1	HMGCLL1
DNAAF3	DNAAF3
XKRX	XKRX
COL16A1	COL16A1
TMEM241	TMEM241
FBXO33	FBXO33
PHF21A	PHF21A
CBX6	CBX6
CERS5	CERS5
RNF157	RNF157
KRT19	KRT19
DENND4B	DENND4B
FAM19A2	FAM19A2
GOSR2	GOSR2
BCAS3	BCAS3
PIM3	PIM3
