turtle	eggnog
UACA	UACA
TLE3	TLE3
KIF23	KIF23
PAQR5	PAQR5
GLCE	GLCE
NOX5	NOX5
CORO2B	CORO2B
ITGA11	ITGA11
FEM1B	FEM1B
CLN6	CLN6
CALML4	CALML4
PIAS1	PIAS1
SKOR1	SKOR1
MAP2K5	MAP2K5
IQCH	IQCH
AAGAB	AAGAB
SMAD3	SMAD3
SMAD6	SMAD6
RASGEF1A	RASGEF1A
CSGALNACT2	CSGALNACT2
RET	RET
BMS1	BMS1
TMEM254	TMEM254
PLAC9	PLAC9
ANXA11	ANXA11
ZCCHC24	ZCCHC24
PPIF	PPIF
ZMIZ1	ZMIZ1
UCHL1	UCHL1
LIMCH1	LIMCH1
TMEM33	TMEM33
SLC30A9	SLC30A9
BEND4	BEND4
SHISA3	SHISA3
ATP8A1	ATP8A1
GRXCR1	GRXCR1
KCTD8	KCTD8
YIPF7	YIPF7
GUF1	GUF1
GNPDA2	GNPDA2
PCDH15	PCDH15
DKK1	DKK1
PRKG1	PRKG1
A1CF	A1CF
ASAH2	ASAH2
SGMS1	SGMS1
MINPP1	MINPP1
PAPSS2	PAPSS2
ATAD1	ATAD1
PTEN	PTEN
RNLS	RNLS
ANKRD22	ANKRD22
STAMBPL1	STAMBPL1
FAS	FAS
CH25H	CH25H
LIPA	LIPA
SLC16A12	SLC16A12
PANK1	PANK1
KIF20B	KIF20B
HTR7	HTR7
RPP30	RPP30
ANKRD1	ANKRD1
PCGF5	PCGF5
HECTD2	HECTD2
PPP1R3C	PPP1R3C
FGFBP3	FGFBP3
TBC1D12	TBC1D12
NOC3L	NOC3L
PLCE1	PLCE1
SLC35G1	SLC35G1
LGI1	LGI1
FRA10AC1	FRA10AC1
PDE6C	PDE6C
DDX4	DDX4
SLC38A9	SLC38A9
PPAP2A	PPAP2A
SKIV2L2	SKIV2L2
DHX29	DHX29
CCNO	CCNO
MCIDAS	MCIN
CDC20B	CDC20B
GPX8	GPX8
GZMA	GZMA
ESM1	ESM1
SNX18	SNX18
SERPINB12	SERPINB12
SERPINB5	SERPINB5
VPS4B	VPS4B
KDSR	KDSR
BCL2	BCL2
PHLPP1	PHLPP1
ZCCHC2	ZCCHC2
TNFRSF11A	TNFRSF11A
KIAA1468	KIAA1468
PIGN	PIGN
RNF152	RNF152
CDH20	CDH20
OLFM3	OLFM3
S1PR1	S1PR1
DPH5	DPH5
SLC30A7	SLC30A7
EXTL2	EXTL2
CDC14A	CDC14A
GPR88	GPR88
VCAM1	VCAM1
RTCA	RTCA
DBT	DBT
LRRC39	LRRC39
TRMT13	TRMT13
SASS6	SASS6
HIAT1	HIAT1
SLC35A3	SLC35A3
AGL	AGL
PALMD	PALMD
SNX7	SNX7
DPYD	DPYD
NCAM2	NCAM2
GABPA	GABPA
ATP5J	ATP5J
JAM2	JAM2
MRPL39	MRPL39
ADAMTS1	ADAMTS1
CYYR1	CYYR1
KIF2A	KIF2A
DIMT1	DIMT1
IPO11	IPO11
LRRC70	LRRC70
HTR1A	HTR1A
RNF180	RNF180
RGS7BP	RGS7BP
SREK1IP1	SREK1IP1
CWC27	CWC27
ADAMTS6	ADAMTS6
CENPK	CENPK
PPWD1	PPWD1
TRIM23	TRIM23
TRAPPC13	C5ORF44
SGTB	SGTB
NLN	NLN
ERBB2IP	ERBB2IP
SREK1	SREK1
MAST4	MAST4
CD180	CD180
PIK3R1	PIK3R1
SLC30A5	SLC30A5
CCNB1	CCNB1
NAALADL2	NAALADL2
TBL1XR1	TBL1XR1
ZMAT3	ZMAT3
PIK3CA	PIK3CA
ZNF639	ZNF639
MFN1	MFN1
ACTL6A	ACTL6A
MRPL47	MRPL47
NDUFB5	NDUFB5
USP13	USP13
PEX5L	PEX5L
TTC14	TTC14
CCDC39	CCDC39
FXR1	FXR1
DNAJC19	DNAJC19
SOX2	SOX2
ATP11B	ATP11B
DCUN1D1	DCUN1D1
MCCC1	MCCC1
MCF2L2	MCF2L2
B3GNT5	B3GNT5
RFC4	RFC4
EIF4A2	EIF4A2
KNG1	KNG1
AHSG	AHSG
SENP5	SENP5
EPHB3	EPHB3
POLR2H	POLR2H
THPO	THPO
MYL3	MYL3
TMIE	TMIE
ALS2CL	ALS2CL
JMJD4	JMJD4
SNAP47	SNAP47
WNT9A	WNT9A
WNT3A	WNT3A
ARF1	ARF1
MRPL55	MRPL55
GUK1	GUK1
GJC2	GJC2
IBA57	IBA57
OBSCN	OBSCN
HIGD1A	HIGD1A
CCDC13	CCDC13
HHATL	HHATL
KLHL40	KBTBD5
NKTR	NKTR
SEC22C	SEC22C
VIPR1	VIPR1
ADCYAP1R1	ADCYAP1R1
GHRHR	GHRHR
AQP1	AQP1
FAM188B	FAM188B
TOX	TOX
NSMAF	NSMAF
SDCBP	SDCBP
UBXN2B	UBXN2B
FAM110B	FAM110B
IMPAD1	IMPAD1
PENK	PENK
SDR16C5	SDR16C5
CHCHD7	CHCHD7
PLAG1	PLAG1
MOS	MOS
RPS20	RPS20
LYN	LYN
TGS1	TGS1
TMEM68	TMEM68
XKR4	XKR4
RP1	RP1
MRPL15	MRPL15
LYPLA1	LYPLA1
RGS20	RGS20
ATP6V1H	ATP6V1H
OPRK1	OPRK1
NPBWR1	NPBWR1
RB1CC1	RB1CC1
MB21D1	MB21D1
MTO1	MTO1
HAAO	HAAO
ZFP36L2	ZFP36L2
THADA	THADA
PLEKHH2	PLEKHH2
DYNC2LI1	DYNC2LI1
ABCG5	ABCG5
ABCG8	ABCG8
LRPPRC	LRPPRC
PPM1B	PPM1B
SLC3A1	SLC3A1
PREPL	PREPL
CAMKMT	CAMKMT
SIX3	SIX3
SIX2	SIX2
SRBD1	SRBD1
PRKCE	PRKCE
EPAS1	EPAS1
TMEM247	TMEM247
PIGF	PIGF
CRIPT	CRIPT
SOCS5	SOCS5
SPRY3	SPRY3
TMLHE	TMLHE
DKC1	DKC1
MPP1	MPP1
F8	F8
FUNDC2	FUNDC2
CMC4	CMC4
MTCP1	MTCP1
BRCC3	BRCC3
FAAH2	FAAH2
CLIC2	CLIC2
COL27A1	COL27A1
MEGF9	MEGF9
CDK5RAP2	CDK5RAP2
BRINP1	DBC1
TLR4	TLR4
TRIM32	TRIM32
PAPPA	PAPPA
TNC	TNC
TNFSF8	TNFSF8
TNFSF15	TNFSF15
ATP6V1G1	ATP6V1G1
DFNB31	DFNB31
AKNA	AKNA
TMEM135	TMEM135
FZD4	FZD4
PRSS23	PRSS23
CCDC81	CCDC81
EED	EED
PICALM	PICALM
CCDC83	CCDC83
SYTL2	SYTL2
CCDC89	CCDC89
CREBZF	CREBZF
DLG2	DLG2
CCDC90B	CCDC90B
ANKRD42	ANKRD42
PCF11	PCF11
RAB30	RAB30
PRCP	PRCP
FAM181B	FAM181B
TICRR	TICRR
KIF7	KIF7
PLIN1	PLIN1
PEX11A	PEX11A
WDR93	WDR93
KIAA1024	KIAA1024
MTHFS	MTHFS
BCL2A1	BCL2A1
ZFAND6	ZFAND6
FAH	FAH
ARNT2	ARNT2
ABHD17C	FAM108C1
CEMIP	KIAA1199
MESDC2	MESDC2
MESDC1	MESDC1
IL16	IL16
STARD5	STARD5
TMC3	TMC3
MEX3B	MEX3B
IPMK	IPMK
CISD1	CISD1
UBE2D1	UBE2D1
TFAM	TFAM
DNAJC9	DNAJC9
FAM149B1	FAM149B1
ECD	ECD
NUDT13	NUDT13
P4HA1	P4HA1
PLA2G12B	PLA2G12B
OIT3	OIT3
MCU	MCU
MICU1	MICU1
ATP6AP2	ATP6AP2
MED14	MED14
USP9X	USP9X
DDX3X	DDX3X
NYX	NYX
CASK	CASK
GPR34	GPR34
MAOA	MAOA
MAOB	MAOB
NDP	NDP
EFHC2	EFHC2
FUNDC1	FUNDC1
KDM6A	KDM6A
DNMT3L	DNMT3L
DIO2	DIO2
BMP4	BMP4
CDKN3	CDKN3
CNIH1	CNIH
GMFB	GMFB
CGRRF1	CGRRF1
SAMD4A	SAMD4A
GCH1	GCH1
WDHD1	WDHD1
SOCS4	SOCS4
MAPK1IP1L	MAPK1IP1L
LGALS3	LGALS3
DLGAP5	DLGAP5
FBXO34	FBXO34
ATG14	ATG14
TBPL2	TBPL2
KTN1	KTN1
PELI2	PELI2
TMEM260	C14ORF101
OTX2	OTX2
EXOC5	EXOC5
AP5M1	AP5M1
NAA30	NAA30
SLC35F4	SLC35F4
ACTR10	ACTR10
PSMA3	PSMA3
ARID4A	ARID4A
TOMM20L	TOMM20L
TIMM9	TIMM9
KIAA0586	KIAA0586
DACT1	DACT1
GRIP1	GRIP1
HELB	HELB
TMBIM4	TMBIM4
LLPH	LLPH
HMGA2	HMGA2
AHDC1	AHDC1
WASF2	WASF2
GPR3	GPR3
CD164L2	CD164L2
FCN3	COL5A2
MAP3K6	MAP3K6
SYTL1	SYTL1
TMEM222	TMEM222
WDTC1	WDTC1
SLC9A1	SLC9A1
FAM46B	FAM46B
TRNP1	TRNP1
KDF1	C1ORF172
NUDC	NUDC
NR0B2	NR0B2
GPATCH3	GPATCH3
GPN2	GPN2
SFN	SFN
ZDHHC18	ZDHHC18
PIGV	PIGV
ARID1A	ARID1A
RPS6KA1	RPS6KA1
HMGN2	HMGN2
DHDDS	DHDDS
LIN28A	LIN28A
AIM1L	AIM1L
UBXN11	UBXN11
SH3BGRL3	SH3BGRL3
CEP85	CEP85
CNKSR1	CNKSR1
ZNF593	ZNF593
FAM110D	FAM110D
PDIK1L	PDIK1L
TRIM63	TRIM63
SLC30A2	SLC30A2
PAFAH2	PAFAH2
STMN1	STMN1
PAQR7	PAQR7
AUNIP	AUNIP
MTFR1L	FAM54B
MAN1C1	MAN1C1
LDLRAP1	LDLRAP1
TMEM57	TMEM57
TMEM50A	TMEM50A
SYF2	SYF2
RUNX3	RUNX3
CLIC4	CLIC4
SRRM1	SRRM1
NCMAP	NCMAP
RCAN3	RCAN3
NIPAL3	NIPAL3
STPG1	STPG1
GRHL3	GRHL3
IFNLR1	IL28RA
MYOM3	MYOM3
SRSF10	SRSF2
PNRC2	PNRC2
CNR2	CNR2
FUCA1	FUCA1
HMGCL	HMGCL
GALE	GALE
LYPLA2	LYPLA2
PITHD1	PITHD1
TCEB3	TCEB3
RPL11	RPL11
PPT1	PPT1
CAP1	CAP1
MFSD2A	MFSD2A
MYCL	MYCL1
TRIT1	TRIT1
NT5C1A	NT5C1A
HEYL	HEYL
PABPC4	PABPC4
PPIE	PPIE
MACF1	MACF1
NDUFS5	NDUFS5
ADC	ADC
AK2	AK2
RNF19B	RNF19B
TMEM54	TMEM54
HPCA	HPCA
FNDC5	FNDC5
S100PBP	S100PBP
YARS	YARS
KIAA1522	KIAA1522
SYNC	SYNC
RBBP4	RBBP4
ZBTB8OS	ZBTB8OS
ZBTB8B	ZBTB8B
BSDC1	BSDC1
TSSK3	TSSK3
FAM229A	FAM229A
KPNA6	KPNA6
TXLNA	TXLNA
CCDC28B	CCDC28B
IQCC	IQCC
DCDC2B	DCDC2B
TMEM234	TMEM234
EIF3I	EIF3I
FAM167B	FAM167B
LCK	LCK
HDAC1	HDAC1
MARCKSL1	MARCKSL1
TMEM39B	TMEM39B
KHDRBS1	KHDRBS1
ETS1	ETS1
KIRREL3	KIRREL3
ST3GAL4	ST3GAL4
DCPS	DCPS
FOXRED1	FOXRED1
SRPR	SRPR
FAM118B	FAM118B
EI24	EI24
CHEK1	CHEK1
CDON	CDON
DDX25	DDX25
HYLS1	HYLS1
PUS3	PUS3
RPUSD4	RPUSD4
PANX3	PANX3
SIAE	SIAE
SPA17	SPA17
NRGN	NRGN
VSIG2	VSIG2
ESAM	ESAM
MSANTD2	MSANTD2
ROBO3	ROBO3
ROBO4	ROBO4
HEPACAM	HEPACAM
CCDC15	CCDC15
SLC37A2	SLC37A2
TMEM218	TMEM218
PKNOX2	PKNOX2
SLC13A4	SLC13A4
FAM180A	FAM180A
CHRM2	CHRM2
PTN	PTN
DGKI	DGKI
CREB3L2	CREB3L2
SSBP1	SSBP1
WEE2	WEE2
KIAA1147	KIAA1147
AGK	AGK
TMEM178B	TMEM178B
MRPS33	MRPS33
BRAF	BRAF
NDUFB2	NDUFB2
ADCK2	ADCK2
DENND2A	DENND2A
MKRN1	MKRN1
RAB19	RAB19
SLC37A3	SLC37A3
KDM7A	JHDM1D
AKR1D1	AKR1D1
TRIM24	TRIM24
SVOPL	SVOPL
ATP6V0A4	ATP6V0A4
TMEM213	TMEM213
KIAA1549	KIAA1549
HIPK2	HIPK2
TBXAS1	TBXAS1
PARP12	PARP12
SPIC	SPIC
FBXL2	FBXL2
UBP1	UBP1
CLASP2	CLASP2
PDCD6IP	PDCD6IP
ARPP21	ARPP21
STAC	STAC
DCLK3	DCLK3
TRANK1	TRANK1
MLH1	MLH1
LRRFIP2	LRRFIP2
GOLGA4	GOLGA4
ITGA9	ITGA9
NEUROD6	NEUROD6
CCDC129	CCDC129
PPP1R17	PPP1R17
PDE1C	PDE1C
LSM5	LSM5
AVL9	AVL9
KBTBD2	KBTBD2
RP9	RP9
FKBP9	FKBP9
NT5C3A	NT5C3
RAD50	RAD50
KIF3A	KIF3A
SEPT8	SEPT8
SOWAHA	SOWAHA
SHROOM1	SHROOM1
GDF9	GDF9
LEAP2	LEAP2
AFF4	AFF4
HSPA4	HSPA4
RNF14	RNF14
GNPDA1	GNPDA1
NDFIP1	NDFIP1
SPRY4	SPRY4
FGF1	FGF1
ARHGAP26	ARHGAP26
NR3C1	NR3C1
YIPF5	YIPF5
KCTD16	KCTD16
MCUR1	CCDC90A
RANBP9	RANBP9
NOL7	NOL7
NHLRC1	NHLRC1
TPMT	TPMT
KDM1B	KDM1B
DEK	DEK
RNF144B	RNF144B
OPA1	OPA1
ATP13A4	ATP13A4
ATP13A5	ATP13A5
HRASLS	HRASLS
MB21D2	MB21D2
FGF12	FGF12
LPHN2	LPHN2
ELTD1	ELTD1
PTGFR	PTGFR
GIPC2	GIPC2
DNAJB4	DNAJB4
FUBP1	FUBP1
NEXN	NEXN
FAM73A	FAM73A
USP33	USP33
ZZZ3	ZZZ3
AK5	AK5
PIGK	PIGK
ST6GALNAC5	ST6GALNAC5
ST6GALNAC3	ST6GALNAC3
MSH4	MSH4
RABGGTB	RABGGTB
SLC44A5	SLC44A5
LHX8	LHX8
TYW3	TYW3
CRYZ	CRYZ
TIMM44	TIMM44
HNRNPM	HNRNPM
MARCH2	MARCH2
RAB11B	RAB11B
ANGPTL4	ANGPTL4
KANK3	KANK3
NDUFA7	NDUFA7
ELAVL1	ELAVL1
MATK	MATK
RAX2	RAX2
MRPL54	MRPL54
APBA3	APBA3
TJP3	TJP3
PIP5K1C	PIP5K1C
CACTIN	CACTIN
TBXA2R	TBXA2R
GIPC3	GIPC3
HMG20B	HMG20B
FZR1	FZR1
NFIC	NFIC
UNC13A	UNC13A
MEX3D	MEX3D
MBD3	MBD3
TCF3	TCF3
REXO1	REXO1
ABHD17A	FAM108A1
ONECUT3	ONECUT3
ATP8B3	ATP8B3
SCAMP4	SCAMP4
CSNK1G2	CSNK1G2
BTBD2	BTBD2
MKNK2	MKNK2
MOB3A	MOB3A
IZUMO4	IZUMO4
AP3D1	AP3D1
DOT1L	DOT1L
PLEKHJ1	PLEKHJ1
SF3A2	SF3A2
AMH	AMH
JSRP1	JSRP1
OAZ1	OAZ1
LINGO3	LINGO3
MEGF10	MEGF10
PRRC1	PRRC1
CTXN3	CTXN3
SLC12A2	SLC12A2
FBN2	FBN2
SLC27A6	SLC27A6
ISOC1	ISOC1
ADAMTS19	ADAMTS19
KIAA1024L	KIAA1024L
CHSY3	CHSY3
HINT1	HINT1
LYRM7	LYRM7
CDC42SE2	CDC42SE2
SPTLC1	SPTLC1
ROR2	ROR2
NFIL3	NFIL3
AUH	AUH
BICD1	BICD1
FGD4	FGD4
DNM1L	DNM1L
YARS2	YARS2
NOLC1	NOLC1
ELOVL3	ELOVL3
PITX3	PITX3
GBF1	GBF1
NFKB2	NFKB2
PSD	PSD
FBXL15	FBXL15
CUEDC2	CUEDC2
PAX2	PAX2
HIF1AN	HIF1AN
NDUFB8	NDUFB8
SEC31B	SEC31B
WNT8B	WNT8B
SCD	SCD
PKD2L1	PKD2L1
BLOC1S2	BLOC1S2
CAMK2G	CAMK2G
NDST2	NDST2
ZSWIM8	ZSWIM8
FUT11	FUT11
SEC24C	SEC24C
SYNPO2L	SYNPO2L
MYOZ1	MYOZ1
USP54	USP54
PPP3CB	PPP3CB
ANXA7	ANXA7
EIF3F	EIF3F
SORBS1	SORBS1
PDLIM1	PDLIM1
HELLS	HELLS
BRK1	BRK1
FANCD2	FANCD2
ACVR2A	ACVR2A
ORC4	ORC4
MBD5	MBD5
EPC2	EPC2
KIF5C	KIF5C
LYPD6B	LYPD6B
LYPD6	LYPD6
MMADHC	MMADHC
RND3	RND3
RBM43	RBM43
NMI	NMI
TNFAIP6	TNFAIP6
RIF1	RIF1
NEB	NEB
ARL5A	ARL5A
CACNB4	CACNB4
STAM2	STAM2
FMNL2	FMNL2
PRPF40A	PRPF40A
ARL6IP6	ARL6IP6
RPRM	RPRM
ITGB8	ITGB8
MACC1	MACC1
TMEM196	TMEM196
TWISTNB	TWISTNB
FERD3L	FERD3L
TWIST1	TWIST1
HDAC9	HDAC9
FAM19A2	FAM19A2
USP15	USP15
MON2	MON2
PPM1H	PPM1H
AVPR1A	AVPR1A
TMEM5	TMEM5
SRGAP1	SRGAP1
RPL18A	RPL18A
XPOT	XPOT
TBK1	TBK1
RASSF3	RASSF3
GNS	GNS
WIF1	WIF1
LEMD3	LEMD3
RNF7	RNF7
GRK7	GRK7
ATP1B3	ATP1B3
TFDP2	TFDP2
GK5	GK5
XRN1	XRN1
ATR	ATR
PLS1	PLS1
TRPC1	TRPC1
PCOLCE2	PCOLCE2
PAQR9	PAQR9
U2SURP	U2SURP
CHST2	CHST2
SLC9A9	SLC9A9
PLOD2	PLOD2
PLSCR5	PLSCR5
ZIC4	ZIC4
ZIC1	ZIC1
AGTR1	AGTR1
CPB1	CPB1
CPA3	CPA3
AIFM3	AIFM3
IQCD	IQCD
TPCN1	TPCN1
SLC8B1	SLC24A6
PLBD2	PLBD2
SDS	SDS
SDSL	SDSL
LHX5	LHX5
RBM19	RBM19
TBX5	TBX5
TBX3	TBX3
MED13L	MED13L
RNFT2	RNFT2
FBXW8	FBXW8
TESC	TESC
FBXO21	FBXO21
NOS1	NOS1
KSR2	KSR2
RFC5	RFC5
WSB2	WSB2
VSIG10	VSIG10
PEBP1	PEBP1
TAOK3	TAOK3
SUDS3	SUDS3
HSPB8	HSPB8
SLITRK1	SLITRK1
SLITRK6	SLITRK6
APC2	APC2
REEP6	REEP6
PCSK4	PCSK4
PLK5	PLK5
THOP1	THOP1
SGTA	SGTA
SLC39A3	SLC39A3
DIRAS1	DIRAS1
GNG7	GNG7
GADD45B	GADD45B
MAP1S	MAP1S
FCHO1	FCHO1
B3GNT3	B3GNT3
SLC5A5	SLC5A5
CCDC124	CCDC124
KCNN1	KCNN1
NR2F6	NR2F6
USHBP1	USHBP1
BABAM1	BABAM1
ANKLE1	ANKLE1
ABHD8	ABHD8
MRPL34	MRPL34
DDA1	DDA1
ANO8	ANO8
GTPBP3	GTPBP3
CILP2	CILP2
YJEFN3	YJEFN3
NDUFA13	NDUFA13
GATAD2A	GATAD2A
MAU2	MAU2
SUGP1	SUGP1
TM6SF2	TM6SF2
HAPLN4	HAPLN4
NCAN	NCAN
NR2C2AP	NR2C2AP
RFXANK	RFXANK
MEF2BNB	MEF2BNB
TMEM221	TMEM221
TMEM161A	TMEM161A
SLC25A42	SLC25A42
ARMC6	ARMC6
SUGP2	SUGP2
HOMER3	HOMER3
DDX49	DDX49
COPE	COPE
CERS1	CERS1
GDF1	GDF3
UPF1	UPF1
COMP	COMP
CRTC1	CRTC1
KLHL26	KLHL26
TMEM59L	TMEM59L
CRLF1	CRLF1
KXD1	KXD1
FKBP8	FKBP8
ELL	ELL
ISYNA1	ISYNA1
GDF15	GDF15
PGPEP1	PGPEP1
LSM4	LSM4
RAB3A	RAB3A
MPV17L2	MPV17L2
IFI30	IFI30
PIK3R2	PIK3R2
MAST3	MAST3
IL12RB1	IL12RB1
ARRDC2	ARRDC2
PEX11G	PEX11G
ARHGEF18	ARHGEF18
INSR	INSR
USE1	USE1
MYO9B	MYO9B
HAUS8	HAUS8
CPAMD8	CPAMD8
F2RL3	F2RL3
SIN3B	SIN3B
SMIM7	SMIM7
NWD1	NWD1
TMEM38A	TMEM38A
MED26	MED26
SLC35E1	SLC35E1
CHERP	CHERP
CALR3	CALR3
EPS15L1	EPS15L1
KLF2	KLF2
CIB3	CIB3
RAB8A	RAB8A
TPM4	TPM4
FAM32A	FAM32A
NEMF	NEMF
KLHDC2	KLHDC2
KLHDC1	KLHDC1
POLE2	POLE2
DNAAF2	DNAAF2
MGAT2	MGAT2
LRR1	LRR1
MDGA2	MDGA2
MIS18BP1	MIS18BP1
FANCM	FANCM
FKBP3	FKBP3
PRPF39	PRPF39
FAM179B	FAM179B
KLHL28	KLHL28
SNTB1	SNTB1
MTBP	MTBP
MRPL13	MRPL13
COL14A1	COL14A1
DEPTOR	DEPTOR
DSCC1	DSCC1
TAF2	TAF2
ENPP2	ENPP2
NOV	NOV
MAL2	MAL2
TNFRSF11B	TNFRSF11B
SLC10A2	SLC10A2
KDELC1	KDELC1
TEX30	TEX30
TPP2	TPP2
FGF14	FGF14
ITGBL1	ITGBL1
RSBN1	RSBN1
PTPN22	PTPN22
BCL2L15	BCL2L15
AP4B1	AP4B1
DCLRE1B	DCLRE1B
HIPK1	HIPK1
OLFML3	OLFML3
SYT6	SYT6
TRIM33	TRIM33
BCAS2	BCAS2
DENND2C	DENND2C
AMPD1	AMPD1
NRAS	NRAS
CSDE1	CSDE1
SIKE1	SIKE1
SYCP1	SYCP1
TSHB	TSHB
TSPAN2	TSPAN2
NGF	NGF
LRRC55	LRRC55
APLNR	APLNR
TNKS1BP1	TNKS1BP1
SSRP1	SSRP1
P2RX3	P2RX3
SLC43A3	SLC43A3
RTN4RL2	RTN4RL2
SLC43A1	SLC43A1
TIMM10	TIMM10
SMTNL1	SMTNL1
UBE2L6	UBE2L6
SERPING1	SERPING1
YPEL4	YPEL4
CLP1	CLP1
ZDHHC5	ZDHHC5
MED19	MED19
TMX2	TMX2
BTBD18	BTBD18
CTNND1	CTNND1
LPXN	LPXN
ZFP91	ZFP91
CNTF	CNTF
MPEG1	MPEG1
FAM111A	FAM111A
DTX4	DTX4
TBX10	TBX10
TCIRG1	TCIRG1
NDUFS8	NDUFS8
UNC93B1	UNC93B1
MAX	MAX
RAB15	RAB15
GPX2	GPX2
CHURC1	CHURC1
SPTB	SPTB
PLEKHG3	PLEKHG3
NUP160	NUP160
FNBP4	FNBP4
AGBL2	AGBL2
MTCH2	MTCH2
C1QTNF4	C1QTNF4
FAM180B	FAM180B
NDUFS3	NDUFS3
KBTBD4	KBTBD4
PTPMT1	PTPMT1
TANGO2	C22ORF25
DGCR8	DGCR8
TRMT2A	TRMT2A
RANBP1	RANBP1
ZDHHC8	ZDHHC8
ANKLE2	ANKLE2
GOLGA3	GOLGA3
PHTF1	PHTF1
MAGI3	MAGI3
LRIG2	LRIG2
SLC16A1	SLC16A1
FAM19A3	FAM19A3
PPM1J	PPM1J
RHOC	RHOC
MOV10	MOV10
CAPZA1	CAPZA1
ST7L	ST7L
WNT2B	WNT2BB
CTTNBP2NL	CTTNBP2NL
KCND3	KCND3
DDX20	DDX20
FAM212B	FAM212B
RAP1A	RAP1A
ATP5F1	ATP5F1
WDR77	WDR77
GUCA1A	GUCA1A
GUCA1B	GUCA1B
IRF6	IRF6
TRAF3IP3	TRAF3IP3
G0S2	G0S2
LAMB3	LAMB3
CAMK1G	CAMK1G
RAI14	RAI14
TTC23L	TTC23L
RAD1	RAD1
BRIX1	BRIX1
DNAJC21	DNAJC21
AGXT2	AGXT2
PRLR	PRLR
SPEF2	SPEF2
RHAG	RHAG
NEU4	NEU4
TM4SF19	TM4SF19
UBXN7	UBXN7
RNF168	RNF168
WDR53	WDR53
FBXO45	FBXO45
NRROS	LRRC33
CEP19	CEP19
PIGX	PIGX
PAK2	PAK2
RAB6B	RAB6B
SLCO2A1	SLCO2A1
RYK	RYK
AMOTL2	AMOTL2
ANAPC13	ANAPC13
CEP63	CEP63
KY	KY
EPHB1	EPHB1
DZIP1L	DZIP1L
CLDN18	CLDN18
SOX14	SOX14
CRYGS	CRYGS
TBCCD1	TBCCD1
DNAJB11	DNAJB11
PROCR	PROCR
PFKL	PFKL
TRPM2	TRPM2
LRRC3	LRRC3
TSPEAR	TSPEAR
UBE2G2	UBE2G2
SUMO3	SUMO3
MYBPC1	MYBPC1
CHPT1	CHPT1
SYCP3	SYCP3
GNPTAB	GNPTAB
DRAM1	DRAM1
CCDC53	CCDC53
NUP37	NUP37
PARPBP	PARPBP
PMCH	PMCH
IGF1	IGF1
PAH	PAH
ASCL1	ASCL1
STAB2	STAB2
SLC37A1	SLC37A1
RSPH1	RSPH1
UBASH3A	UBASH3A
TMPRSS3	TMPRSS3
CTNNA2	CTNNA2
LRRTM1	LRRTM1
ADD1	ADD1
MFSD10	MFSD10
NOP14	NOP14
GRK4	GRK4
HTT	HTT
MSANTD1	MSANTD1
RGS12	RGS12
MRPL1	MRPL1
CNOT6L	CNOT6L
CCNG2	CCNG2
CCNI	CCNI
SEPT11	SEPT11
SOWAHB	SOWAHB
SHROOM3	SHROOM3
CCDC158	CCDC158
STBD1	STBD1
SCARB2	SCARB2
NUP54	NUP54
PPEF2	PPEF2
NAAA	NAAA
SDAD1	SDAD1
CXCL11	CXCL11
IGJ	IGJ
UTP3	UTP3
RUFY3	RUFY3
GRSF1	GRSF1
MOB1B	MOB1B
DCK	DCK
SLC4A4	SLC4A4
GC	GC
NPFFR2	NPFFR2
ADAMTS3	ADAMTS3
ANKRD17	ANKRD17
RASSF6	RASSF6
TAF1D	TAF1D
KIAA1731	KIAA1731
CCDC67	CCDC67
SLC36A4	SLC36A4
MTNR1B	MTNR1B
FAT3	FAT3
CHORDC1	CHORDC1
NOX4	NOX4
TYR	TYR
GRM5	GRM5
CTSC	CTSC
RAB38	RAB38
PARK2	PARK2
PACRG	PACRG
QKI	QKI
PDE10A	PDE10A
T	T
PRR18	PRR18
SFT2D1	SFT2D1
MPC1	MPC1
FBXO16	FBXO16
FZD3	FZD3
EXTL3	EXTL3
INTS9	INTS9
HMBOX1	HMBOX1
KIF13B	KIF13B
MSRA	MSRA
RP1L1	RP1L1
PINX1	PINX1
XKR6	XKR6
MTMR9	MTMR9
FAM167A	FAM167A
BLK	BLK
GATA4	GATA4
FDFT1	FDFT1
NEIL2	NEIL2
CTSB	CTSB
TMEM38B	TMEM38B
TAL2	TAL2
FKTN	FKTN
FSD1L	FSD1L
SLC44A1	SLC44A1
ABCA1	ABCA1
NIPSNAP3A	NIPSNAP3A
DNAJA1	DNAJA1
APTX	APTX
ACTL7A	ACTL7A
IKBKAP	IKBKAP
TBC1D2	TBC1D2
CORO2A	CORO2A
ZNF462	ZNF462
TDRD7	TDRD7
TMOD1	TMOD1
TSTD2	TSTD2
NCBP1	NCBP1
XPA	XPA
FOXE1	FOXE1
HEMGN	HEMGN
B4GALT1	B4GALT1
SMU1	SMU1
TMEM26	TMEM26
FAM107B	FAM107B
CDNF	CDNF
HSPA14	HSPA14
SUV39H2	SUV39H2
DCLRE1C	DCLRE1C
MEIG1	MEIG1
TMEM243	C7ORF23
DMTF1	DMTF1
KIAA1324L	KIAA1324L
GRM3	GRM3
SEMA3D	SEMA3D
SEMA3A	SEMA3A
SEMA3E	SEMA3E
TMED4	TMED4
DDX56	DDX56
NPC1L1	NPC1L1
MRPS24	MRPS24
SLC20A1	SLC20A1
